LSOA code,Aged 14 years and under,Aged 15 to 29 years,Aged 30 to 59 years,Aged 60 years and over
E01027109,16.7,15.3,39.1,29
E01032969,24.8,18.8,45.3,11.2
E01032970,23.4,16.9,43.8,15.7
E01032971,17.8,17.8,42.3,22
E01027123,17.2,14.1,37.6,31.1
E01027125,14.9,14.7,37.3,32.9
E01027126,18.6,15.8,40.7,24.7
E01035411,18.9,21.8,37.1,22.2
E01035412,18.1,18.2,41.8,22.1
E01027079,17.2,18.2,42.2,22.4
E01027080,15.7,13.9,38.8,31.8
E01027087,16.7,17,38.6,27.6
E01027088,15.6,19.2,44.2,20.8
E01027089,17.3,14,41.6,27
E01027081,22.8,18.9,41.3,17
E01027082,23.4,19.9,41.9,14.7
E01027083,22.1,17.2,40.6,20.2
E01027127,22.2,18.8,40.3,18.6
E01027128,23.4,18.7,39.9,18
E01027105,18.7,25.1,46,10.3
E01027106,21.1,23.2,44,11.6
E01027111,18.1,21.8,46.3,13.9
E01027112,20.5,20.3,44.6,14.6
E01027104,19,19.5,42.7,18.9
E01027113,16.4,18.7,41,23.8
E01027115,18.4,14.5,38.2,28.8
E01027116,22.4,17.7,47.1,13.2
E01027117,15.5,14.9,43.8,25.8
E01035413,13.1,19.5,39.8,27.6
E01035414,13.1,20.9,42.9,23
E01027096,17.6,14.4,39.8,28.1
E01027097,18.4,14.7,37.5,29.6
E01027098,18.7,15.1,39.8,26.5
E01027099,13.9,12.2,35.9,37.9
E01027122,13.9,14.7,35.9,35.6
E01027100,16.7,14.6,39.4,29.3
E01027114,16.9,16.8,41.4,24.6
E01027130,19.4,16.2,39.8,24.6
E01027131,18.6,18.8,42.9,19.8
E01027084,20.8,15.5,39.6,24.3
E01027085,17.2,16.4,38.8,27.5
E01027086,18.2,17.9,39.4,24.6
E01027120,16.3,17.4,44.1,22.3
E01027121,19.9,18,39.9,22.2
E01027326,12.7,13.6,37.3,36.2
E01027327,15.9,17.1,39.3,27.7
E01027328,17,17.7,38.8,26.4
E01027338,14.2,14.3,39.8,31.8
E01027330,22.9,18.7,42.6,16
E01027331,22.9,17,40.8,19.7
E01027332,14.1,13,36.5,36.4
E01027333,17.2,16.3,42.9,23.6
E01027334,30.6,21.7,37.6,10
E01027343,14.5,14.6,38.5,32.3
E01027344,13.1,14.2,38,34.9
E01027345,15.2,15.8,39.7,29.5
E01027346,16.4,16.8,45.6,21.2
E01027347,15.2,14.4,41,29.4
E01027313,17.1,19.9,44.8,18.3
E01027314,15,22,46.8,16.1
E01027316,21.8,16.2,45.9,16
E01035429,21.2,25.6,45.3,8
E01035430,19.8,21.3,44.8,14.1
E01027339,27.5,19.1,39.5,14
E01027340,19,16.1,39.9,25
E01027341,23,20.1,42.1,14.8
E01027342,21,17.6,41.1,20.3
E01027350,13.9,17,40.5,28.7
E01027351,18.2,13.7,40.1,27.9
E01027352,14.8,20.4,41.7,22.9
E01035431,13.3,24.3,49.4,13.1
E01035432,17.6,20.6,42.4,19.4
E01027309,12.8,12.1,38.9,36.3
E01027310,28.9,18.2,39.6,13.3
E01027311,13.2,15.5,39.1,32.3
E01027312,20.3,16.5,39.2,23.9
E01027317,19.1,16.7,39.2,25
E01027318,28.1,20,37.4,14.4
E01027319,19.4,19.6,42,19.1
E01027320,22.5,18.2,44,15.3
E01027321,20.1,17.5,46.4,16.1
E01027322,13.8,15.7,39.2,31.4
E01027323,20.7,16,43.1,20.1
E01027324,15,11.5,35.2,38.3
E01027325,17,16.1,41,26
E01027329,12.8,11.8,36.4,38.9
E01027353,11.2,9.3,36.9,42.7
E01027335,14.6,9.7,36.4,39.4
E01027336,18,14.8,38.7,28.5
E01027337,15.3,13.9,42.3,28.4
E01027348,15.3,12.3,40.1,32.3
E01027354,17.4,15.6,42.4,24.5
E01027355,16.3,12.6,39.6,31.6
E01026953,13.4,12.5,35.5,38.5
E01026954,21.9,19,40.4,18.7
E01026955,13.2,13.3,39.1,34.6
E01026956,21.3,17.3,42.8,18.6
E01026963,22.9,18.9,43.2,14.8
E01032963,17.3,17.4,48.5,16.7
E01032964,24.6,18,46.9,10.5
E01032965,26.3,18,47.7,7.9
E01032966,25.3,17,48.6,9.1
E01032967,26.7,18.5,48.3,6.5
E01027119,15.7,12.1,39.7,32.5
E01032972,14.6,13.9,42.2,29.4
E01032973,26.3,13.3,47.8,12.4
E01032974,20,15,42.8,22.3
E01027091,18.5,16.7,38.8,25.8
E01027092,20.9,14.9,39.4,24.9
E01027102,16.6,16.6,40.2,26.6
E01035415,24.6,16.5,47.3,11.5
E01035416,21.8,18.3,42.2,17.7
E01027005,15.5,13.9,40.4,30.1
E01027026,16.7,11.6,40.6,31
E01027030,13.1,14.1,41.2,31.5
E01027000,15.7,17.1,38.1,29.1
E01027001,21.3,15.8,43.9,18.9
E01027002,19.8,13.4,37.3,29.4
E01027003,17.3,15.9,38,28.9
E01027022,14.2,13.6,40.2,32.1
E01026994,11.8,11.5,41.6,35.1
E01026999,14.3,11.4,36,38.3
E01027006,18.7,13.9,41.7,25.8
E01035399,11.9,12.6,36,39.6
E01035400,6.3,22.3,51.5,19.9
E01026998,17.9,13.1,42.8,26.2
E01027015,16.7,14.5,35.6,33.2
E01027016,15.7,13.4,41.6,29.3
E01027021,14.9,11.4,37.4,36.1
E01027027,18.5,16.8,41.8,22.9
E01027018,18.2,16.3,40.1,25.6
E01027019,18.7,20.6,39.5,21.1
E01027020,17.7,14.9,38.8,28.4
E01027023,16.2,12.4,39.7,31.7
E01035401,17.4,12.8,40.6,29.3
E01035402,24.7,21.6,42.2,11.6
E01026987,12.3,12.8,40.4,34.7
E01026989,16.8,18.3,45.3,19.6
E01027012,20.7,16.8,40.8,21.5
E01035403,19.3,23.6,48.4,8.7
E01035404,17,17,46.1,19.9
E01035405,22.7,19.4,47.3,10.5
E01035406,16.9,17,46.9,19.4
E01026986,20.7,19.5,44.3,15.5
E01026988,20.4,20.9,43.8,14.9
E01026991,9.1,11.3,29.3,50.3
E01026992,12.9,18.6,39.1,29.5
E01027010,15.9,12.6,37.8,33.5
E01027007,21.2,19.6,42.6,16.5
E01027008,13.3,17.6,41.2,27.7
E01027009,24.9,15.5,42.6,17
E01027013,24.1,21.3,41.3,13.4
E01027011,14.7,12.3,37.5,35.6
E01027017,17.6,14.4,40.5,27.5
E01027024,14.2,12.8,40.2,32.8
E01027025,18.3,13.4,41,27.1
E01026993,10.9,12.6,39.3,37.4
E01027004,15,11,38.8,35.2
E01027028,14.8,13.4,41.9,29.8
E01027029,21,18.5,45,15.6
E01027145,17.4,17.3,38.6,26.7
E01027148,16.4,16.9,41,25.7
E01027149,14.7,13.6,37.1,34.7
E01027232,16.4,34.6,35.7,13.2
E01027218,11.4,13.2,38,37.4
E01027219,11.9,14,37.2,37
E01027221,16.8,17.4,36.9,29
E01027222,15.1,15.6,39.2,30.1
E01027143,19,16.3,38.1,26.5
E01027144,12.1,13.7,34.3,40
E01027146,14.5,14.2,38.2,33.1
E01027147,18.4,16.3,40.8,24.6
E01027195,24,19,44.7,12.5
E01027245,22,17.9,42.1,18
E01027247,22.1,18.6,44.3,15
E01027248,27.4,19.1,39.9,13.6
E01027249,25.7,21.7,39.1,13.5
E01027174,14.5,15.3,36.4,33.9
E01027175,21.7,18.8,44,15.4
E01027178,25.6,20.3,42.4,11.6
E01027200,24.3,19.6,42.8,13.4
E01027246,22.9,20.8,42.3,14
E01027171,16.4,14.9,41.4,27.3
E01027172,16.5,15.6,39.2,28.7
E01027182,15.9,12.2,34.9,37.1
E01027183,16,13.5,35.4,35.1
E01027196,20.3,19.9,39.5,20.1
E01027197,23.1,17,42.3,17.5
E01027198,23.9,21.5,42.6,11.8
E01027199,27.3,20.7,37.4,14.6
E01027190,12.7,14.8,37.6,34.8
E01027191,16.8,20.8,44.7,17.6
E01027193,14.9,15.1,37.3,32.5
E01027194,14.5,11.1,35.8,38.7
E01027192,18.1,24,45.6,12.3
E01027229,22.5,22.4,40.5,14.5
E01027230,25.3,22.2,40.9,11.8
E01027231,20,18.8,43.9,17.5
E01027179,20.5,18.2,43.2,18.1
E01027180,20.6,12.5,39.8,26.9
E01027181,15.4,12.8,35,36.8
E01027140,20.6,19.2,40.3,20.1
E01027142,18.9,18,38.4,24.6
E01027176,15.8,15.3,40.8,28.3
E01027177,24.8,21.2,38.6,15.5
E01027168,24,21.9,41,13.2
E01027169,19.1,17,41.3,22.6
E01027170,24.3,20.3,42.9,12.4
E01027173,21.3,20,44.1,14.6
E01027136,16.4,22,48.3,13.5
E01027186,18,17.9,44.2,19.9
E01027188,22.2,18,43.2,16.7
E01027220,12.9,11.9,37,38.3
E01027208,15.7,15,43.7,25.4
E01027209,16.1,17.9,45.4,20.5
E01027211,13.3,11.3,35.5,39.8
E01027212,19.8,15.4,44.6,20.1
E01027184,13.1,22.1,45.6,19.4
E01027185,16.8,18.8,42.6,21.7
E01027187,12.7,22.2,46.6,18.6
E01027189,18.5,19.1,44.1,18.3
E01027137,20.4,18.3,44.4,17
E01027138,16.4,17,39.6,27
E01027139,16.2,19.1,46.2,18.5
E01027141,18.6,15.4,43.8,22.2
E01027259,15.5,16.1,42.4,26.3
E01027239,24.7,22,40.6,12.7
E01027241,21.6,22.2,44.6,11.7
E01027242,23.4,18.3,42.8,15.4
E01027243,24,19,43.3,13.8
E01027244,29.2,18.8,41.5,10.4
E01027213,19.1,14.2,44.3,22.3
E01027214,19.6,18,39.1,23.2
E01027216,19,12.4,39,29.7
E01027240,21.7,14.7,37.3,26.2
E01027207,13,14.6,35.8,36.6
E01027210,21.1,13.3,39.5,26.1
E01027215,17.1,13.9,39.5,29.3
E01027217,16.9,13.9,40,29.5
E01027255,19.4,13.3,39,28.2
E01027256,14.7,14.2,36.3,34.8
E01027258,16.6,16.1,43.1,24
E01027260,15.3,11.4,37.9,35.5
E01027152,17.5,28.9,45,8.7
E01027153,14.7,26.8,46,12.6
E01027154,19.3,27.4,44.9,8.4
E01032978,24,22.2,45.7,8.1
E01032979,19.2,25.7,45.8,9
E01027132,15.8,27.5,45.3,11.5
E01027133,16.3,23.6,44.4,15.7
E01027134,15.6,28.8,43.7,11.7
E01027135,17,17.6,45.3,20.1
E01027155,17.9,29.5,43.2,9.2
E01027225,14.6,32,45.9,7.5
E01027227,18.5,29.4,44.3,8.1
E01027228,13.6,30.5,46.7,9.2
E01027151,19.4,23.6,45.9,11.2
E01027236,12,12.6,36.2,39.1
E01027237,19.2,18.5,43.5,18.7
E01027238,16.6,21.9,47.2,14.2
E01027224,16.7,23.2,42.3,17.8
E01027226,16.3,27.3,44.2,11.9
E01027257,15.6,13.5,40.1,30.9
E01035417,9.6,42.7,40.7,6.9
E01035418,12.2,38,35,15.2
E01027233,29,20.3,40.2,10.4
E01027234,22,15.4,44.8,17.6
E01027235,21.6,20.6,42.4,15.5
E01027252,21.9,17.9,42.5,17.6
E01027156,20.4,22.8,40.8,15.8
E01027159,16.9,16.6,41.5,25
E01027160,19.7,18.4,46.4,15.5
E01027161,22,16.3,41.8,20
E01027158,18.8,22,42.2,17.1
E01027201,19.5,15.1,42.6,22.8
E01027202,17.4,13,39.9,29.7
E01032980,16.8,32.7,44.5,6.1
E01032981,11.6,48.9,31.7,7.6
E01027162,21.4,15.9,47.6,15.2
E01027163,15.8,13.5,41.4,29.1
E01027164,19.6,20.1,46.4,13.9
E01027165,19.6,14.7,45,20.6
E01027166,18.3,18.8,46.4,16.6
E01027167,17,13.6,42.4,27
E01027203,20.9,19.4,47.9,11.6
E01027204,21.3,15.6,41.5,21.6
E01027205,24,18.1,47.7,10.1
E01035419,22.7,16,44.9,16.4
E01035420,17,14.3,39.8,28.8
E01027282,19.6,16,38.4,25.9
E01027283,15.6,12.6,39.4,32.3
E01027285,17,13.2,38.1,31.7
E01027286,15,12.1,36.8,36.2
E01027287,15,12.6,37.8,34.5
E01027273,14,12.9,38.1,35.2
E01027274,22.5,15.3,41.9,20.4
E01027275,16.4,10.8,38.8,33.9
E01027308,13.5,13.5,37.8,35.4
E01027263,13,11.2,38,37.7
E01027279,17.4,14.2,40.3,28.3
E01027284,15.1,13.3,40.1,31.3
E01027294,19.8,12.7,43.8,23.7
E01032982,22.2,17.7,43.9,16.2
E01032983,24.2,19.1,48.3,8.4
E01032984,25.5,17.3,50.6,6.7
E01032985,18.8,15.7,43.8,21.6
E01027262,15,11,40,34.1
E01027277,15.1,12.7,38.1,33.8
E01027289,16.3,11.4,35.3,36.9
E01027300,19.3,12.7,42.5,25.4
E01027303,16.2,16.6,41.5,25.8
E01027297,15.6,12.3,40,32
E01027298,19.8,20.2,42.4,17.5
E01027299,16.6,14.7,39,29.8
E01027301,16,17,45.6,21.5
E01027302,17.2,19.2,40.4,23.2
E01027291,17.1,15,39,29
E01027292,15.8,14.8,41.3,28
E01027293,17.1,14.2,40.9,28
E01027304,11.2,12.8,40.1,36.1
E01027305,15.4,11.4,40.5,32.5
E01027261,15,14.1,41.6,29.4
E01027295,19.4,16,41.2,23.3
E01027306,11.8,13.4,40.6,34.4
E01027280,19.6,14,44.9,21.5
E01027281,17.5,14.6,40.8,27
E01027307,14.6,13.5,40.2,31.7
E01035425,16.3,15.5,41.9,26.1
E01035426,20.5,12.4,43.8,23.3
E01027265,14.8,12.9,37.5,34.8
E01027270,17.3,17.1,47.6,18
E01027271,16.1,16.9,45,22
E01027272,15,17.8,42.9,24.3
E01035427,28.5,20.5,45.1,5.8
E01035428,19.8,18.8,41.4,20
E01027264,14.8,15.7,38.3,31.1
E01027267,15.9,16.8,43.6,23.7
E01027268,16.4,14.4,45.4,23.9
E01027269,18.4,16.5,40.9,24.1
E01027288,16.3,12.7,41.3,29.5
E01027290,12.6,24.8,34.1,28.5
E01027296,13.3,13.2,41.1,32.8
E01032976,19.4,15.1,39,26.5
E01035421,27.7,15.2,47.2,9.8
E01035422,29,17.1,47.3,6.5
E01035423,27.4,22.5,44.6,5.6
E01027250,14.1,12.4,42.2,31.3
E01027253,16.3,14.6,39.8,29.3
E01027254,18.3,17.2,43.1,21.3
E01035424,28.3,22.9,44.4,4.3
E01019400,22.5,18.3,40.3,19
E01019401,13.8,16,39.1,31.2
E01019402,16.4,20.1,40.9,22.6
E01019404,13.7,14.9,42.1,29.2
E01019406,14.5,10.7,34.6,40.2
E01019423,15,10.1,39.6,35.2
E01019424,12.6,11.6,34.6,41.2
E01019477,12.8,11.4,37.5,38.2
E01019403,17.3,16.4,36.6,29.9
E01019444,22.4,20.4,37.4,19.7
E01019468,15.3,16.3,42.7,25.7
E01019469,24.3,18.8,40.6,16.4
E01019471,19.4,19.3,40.7,20.7
E01019443,15,14.9,36.7,33.4
E01019470,17.7,16,43,23.4
E01019473,11.2,14.6,39.7,34.5
E01019474,11.4,14.8,37.8,35.9
E01019475,16.6,16.1,39.3,27.9
E01019476,11.3,10.3,31.5,47
E01019420,12.5,15.2,38.3,34
E01019442,14.7,14.5,38.4,32.4
E01019445,16.6,17.4,42.2,23.8
E01019455,11.2,17.8,38.8,32
E01019456,18.2,16.3,44.6,20.9
E01019457,14.1,18.7,39.4,27.9
E01019429,10.7,14.8,40.2,34.4
E01019454,10.6,11.7,33.1,44.6
E01019460,16.8,15.8,40.3,27.1
E01019461,13.7,12.5,36.9,37.1
E01019462,11.9,11.3,30.8,46.1
E01019405,10.5,12.4,32.3,44.9
E01019414,11.5,11.3,37.9,39.5
E01019428,13.5,13.6,37.3,35.6
E01019430,13,14.2,40,32.6
E01019421,16.4,16.3,37.2,29.9
E01019422,12.1,13.3,38.4,36.1
E01019432,14,15.6,39.1,31.3
E01019458,18.6,18.6,44.3,18.9
E01019459,17.1,15.7,38.7,28.3
E01019463,22,18,37.9,22.2
E01019408,17.7,14.7,41.7,25.8
E01019409,12.9,13.3,34.6,39.1
E01019412,18.8,17,44.2,20.1
E01019413,16.1,18.9,47.2,17.8
E01019416,11.9,12.6,38.2,37.4
E01019407,10.3,15.1,43,31.2
E01019415,12.9,12.4,43,31.7
E01019417,16.8,14.9,41.4,26.7
E01019419,12,11.9,41.6,34.5
E01019410,13.1,15.3,43.2,28.5
E01019411,15.1,13.8,42.2,28.7
E01019418,18.2,17.3,41.4,23.1
E01019447,12.7,10.1,35.4,41.6
E01019449,15.3,15.5,42.4,26.7
E01019431,14.8,16.7,41.8,26.9
E01019433,17.6,16.3,41.3,24.6
E01019438,17.2,17.2,43.1,22.5
E01019451,16.7,15.7,44,23.6
E01019464,18.1,13.5,43.1,25.4
E01019434,14.3,15.3,38.8,31.7
E01019435,19,19.7,43.7,17.6
E01019436,17.2,15.7,39.5,27.9
E01019439,14.6,18.3,42.6,24.5
E01019440,13.7,16.2,42.3,27.9
E01019446,15.1,12.7,37.7,34.8
E01019448,18,17.1,41.1,23.5
E01019450,17.8,14.6,39.3,28.3
E01019465,12.1,12.7,37.1,38
E01019467,15.1,12.4,38.7,33.8
E01019425,18.7,13.7,35,32.7
E01019426,15.2,13,34.3,37.5
E01019427,18.2,16.1,38.6,27.2
E01034254,14.3,12.1,37.2,36.2
E01034255,27.8,17.8,49,5.6
E01019437,17.5,16.2,38.8,27.5
E01019441,19.1,18.9,39.5,22.3
E01019452,18.4,18,37.5,26.2
E01019453,21,21.6,41.9,15.6
E01032613,12.9,12.6,38.5,36.1
E01019478,12.8,16.3,41,30.1
E01019479,14.5,15.1,40.3,30.1
E01019491,15.9,17.2,43.9,22.9
E01019493,12.6,12.7,38.4,36
E01034644,16,14.7,36.7,32.6
E01034645,16.6,16.4,37.6,29.6
E01019492,17.4,15.2,39.6,27.7
E01019495,15.7,13.2,39,32.2
E01019524,11.6,14,37.7,36.6
E01019525,14.7,15.2,40.5,29.6
E01019496,18.1,16.1,38.1,27.7
E01019497,14.9,17.7,36.1,31.1
E01019498,24.4,22.3,40,13.1
E01019523,16.9,17.2,38.9,26.9
E01019483,21,16.4,42.5,20
E01019484,17.6,14.6,41.9,26
E01019485,15.5,12.8,38.2,33.4
E01019488,20.1,20.8,40.6,18.7
E01019486,10,15.4,38.9,35.6
E01019487,17.2,18.3,38.7,25.8
E01019489,11.6,12.2,34.6,41.7
E01019490,13.9,14.2,39.8,32.2
E01019502,14.4,12.4,38.7,34.4
E01019504,14.5,15.1,38.7,31.7
E01019508,18.4,18.2,37.5,26.1
E01019509,22.1,18.9,37.7,21.6
E01019510,17.6,17,37,28.5
E01034646,17.8,19.5,42.2,20.6
E01034647,17.4,22.3,44.7,15.5
E01019503,15.2,14.5,40.3,29.9
E01019505,17.5,19,41,22.9
E01019506,17.1,16.2,41.5,25.2
E01019507,13.1,20,42.6,24.3
E01019511,16.4,19.9,40.3,23.5
E01019480,12.5,14.4,39.1,34.1
E01019482,13.8,13.5,37.9,34.8
E01019520,18.9,18.1,40.9,22.2
E01019521,15.8,17.7,39.2,27.5
E01019522,20.8,19.8,40.8,18.6
E01019481,17.4,15.9,38.9,27.8
E01019514,17.6,17.9,41.8,22.6
E01019515,19.7,18,42,20.1
E01019516,14.6,18.7,39.5,27.1
E01019519,16,16.6,44,23.5
E01019499,16.6,16.9,40,26.1
E01019500,16.5,17.3,39.9,26.4
E01019501,10.8,15,40.5,33.6
E01019513,16.2,15.6,42.7,25.5
E01019517,14.6,15.1,45.6,24.8
E01019518,12.8,16.4,45.6,25.3
E01019526,14.1,16.6,42.8,26.5
E01019528,11.6,13.8,38.9,35.9
E01019572,19.9,17.3,39.7,23.2
E01019573,15.8,13.1,40.7,30.3
E01019574,14.2,15.5,36.6,33.9
E01019563,24.4,22.1,37.7,15.6
E01019564,14.7,14.5,37.9,32.9
E01019565,15.6,19,39.2,26.3
E01019566,22.6,19.8,38.5,19.1
E01019568,24.8,18.5,37.5,19
E01019527,18.8,18.2,41.4,21.7
E01019529,14.5,18.1,41.5,26.1
E01019530,16.7,20.1,42.7,20.3
E01019531,20.8,17.4,44,17.7
E01019553,17.3,19.4,45.1,18.4
E01019541,17.2,16.4,39,27.5
E01019542,15.2,18.3,44.4,22.2
E01019543,18.1,18.6,41.9,21.3
E01019544,17.8,13.1,35.5,33.4
E01019571,18.4,18.7,37.9,25.1
E01019532,17.3,15,38.7,28.8
E01019533,9.9,13.6,44.6,31.8
E01019534,8.1,10.5,32,49.3
E01019535,12.2,12.7,38.9,36.3
E01019536,18.9,17.4,41.3,22.4
E01019549,20,18.7,36.2,25
E01019550,17.9,17,36.2,28.8
E01019551,9.5,10.5,32.3,47.6
E01019552,19.5,17.4,41.1,21.8
E01019567,19.7,15.9,39.4,25.1
E01019537,16.7,14.1,38.4,30.8
E01019569,10.5,21.2,42.7,25.5
E01019570,14.5,13.1,34.8,37.7
E01019580,17,19.7,42,21.1
E01019581,15.2,17.7,42.2,25
E01019557,14.2,16.5,42,27.1
E01019558,11.4,13,36.3,39.3
E01019559,13.4,11.2,35.8,39.8
E01019560,16.4,15.7,37.3,30.5
E01019561,12.7,17.2,38.6,31.5
E01019562,13.6,13.9,41.2,31.4
E01019539,13.1,13.1,37.8,36.2
E01019540,14.6,13.8,40,31.6
E01019555,15.7,14.8,37.9,31.6
E01019590,12.2,11.7,34,42.2
E01019591,16.4,15.5,39.1,29.1
E01019538,13.9,17.9,44.1,24.1
E01019554,14.5,21.3,45.3,18.9
E01019556,16.6,24,39.9,19.8
E01019579,19,20,43.3,17.9
E01033387,13.4,24.1,48.9,13.5
E01033388,21.1,16.6,44.7,17.8
E01019586,12,12.3,38.3,37.4
E01019587,14.3,13.4,39.1,33.2
E01019588,11.9,9.7,31.5,46.8
E01019589,12,13.1,36.3,38.4
E01019592,15.9,9,34.3,40.6
E01019593,15.1,10.1,36.2,38.6
E01019545,12.9,14.2,36,37
E01019546,13.2,12.9,38.7,35.3
E01019547,17.9,19.2,40.8,22.3
E01019548,16,14.5,41,28.5
E01019582,15.6,15.8,41.8,26.9
E01019583,12.6,15.5,39.9,31.7
E01019585,15.6,18.6,43.9,21.8
E01019575,24.2,20,39.8,16
E01019576,13.8,15.6,36.9,33.9
E01019577,12.9,15,38.2,33.9
E01019578,18,18.5,38.8,24.7
E01019602,12.9,10.9,39.2,37
E01019614,12.5,9.8,38.8,38.7
E01019615,13.4,13.5,36.3,36.7
E01019631,15.2,13.2,39.1,32.6
E01019600,10.1,11.4,35.2,43.3
E01019604,11.5,10.9,36.2,41.6
E01019606,13,11.2,33.2,42.9
E01019618,12.5,11.3,36,40.1
E01019609,12.9,11.1,35.3,40.6
E01019621,16,13.7,38.9,31.3
E01019622,12.1,11.6,41.5,34.6
E01019624,12.2,13.2,38.8,35.6
E01019627,12.7,10.5,35.1,41.5
E01019628,16,13.4,39.1,31.6
E01019619,11.7,12.2,35.1,41
E01019620,12.2,11.5,41.3,34.9
E01019623,12.6,14.6,40.6,32.3
E01019625,21.2,18.4,37.9,22.5
E01019626,12.4,8.6,38,41
E01019632,10.9,11.1,34.4,43.5
E01019633,15.9,15.9,38.8,29.5
E01019634,13.3,12.6,37.7,36.2
E01019635,9.9,10.8,34.7,44.5
E01019636,14.6,12.7,37.8,35
E01019595,11.2,13.6,38.4,36.8
E01019605,12.4,11.7,38.9,36.9
E01019611,12.5,12.4,38,37
E01019616,13.4,11.5,34.6,40.3
E01019594,17.6,16.1,38.5,27.8
E01019596,13.6,14.2,37.4,34.8
E01019597,20.4,16.8,38,24.9
E01019598,18.2,16.8,41.8,23.2
E01019603,14.6,13.7,38.8,32.4
E01019607,12.2,12.2,38.6,37.1
E01019612,12.7,17.5,43.7,26
E01019629,14.3,13.6,40.1,32
E01019599,11.4,9.5,33.2,46
E01019601,11.4,11.6,30.9,46.1
E01019608,14.2,14.3,35.8,35.6
E01019610,11.1,11,33.7,44.2
E01019613,13.4,12.6,37.5,36.3
E01019617,12.3,11.9,35.4,40.4
E01019630,14,14.7,38.7,32.7
E01019644,14.4,18,40.8,26.9
E01019646,21.2,20.3,39.1,19.5
E01019663,20.7,17.2,36,26
E01019664,22.7,21.1,37.7,18.4
E01019665,14.8,15.5,36.1,33.6
E01019657,19.1,20.1,39.7,21.2
E01019660,12.6,18.7,40.7,28
E01019661,14.4,19.4,40.8,25.3
E01019662,16.6,21.1,43.2,19.2
E01019672,15.3,18.2,41.2,25.1
E01019690,19.8,17.7,41.7,20.7
E01019670,14.4,14.2,41,30.7
E01019671,13.1,10.2,38,38.6
E01019701,15.5,13.1,38.3,33.1
E01019673,14.5,11.5,38.4,35.6
E01019702,11.5,11.5,34.9,42.1
E01019703,18.4,14.1,40.7,26.7
E01019704,9.3,13.4,37.7,39.8
E01019658,18.8,19.4,45.2,16.7
E01019659,17.2,23.6,41.9,17.2
E01019674,14,17,35.2,33.8
E01019688,17,17.5,41.6,24
E01019689,16.5,16.8,39.6,27.1
E01019666,20.5,18,42.7,18.8
E01019667,22.1,17.1,37.8,23.1
E01019668,15.1,16.1,35.9,32.7
E01019669,12.2,12.5,37.7,37.5
E01019656,12.3,14.9,38.4,34.1
E01019691,17.6,15.7,41.5,25.3
E01019692,20.2,18.8,37.7,23.1
E01019693,18.8,21.3,42.4,17.4
E01019694,13.5,11,36.1,39.2
E01019696,12.9,12.5,34.6,40.1
E01019683,17.2,12.9,40.5,29.5
E01019684,14.7,14.5,43.1,27.6
E01019685,15.5,11.8,39.8,33
E01019686,14.1,11.8,37.8,36.3
E01019687,17.1,14.9,38.3,29.7
E01019648,19,14.8,40.7,25.6
E01019649,18.1,19.6,46.4,16
E01019650,18.8,17.7,41.5,22.3
E01019651,18.3,12.8,40.6,28.2
E01019695,15.7,15.9,43.4,24.7
E01019641,13.8,10.6,37.2,38.6
E01019652,16.3,16.5,43,24.3
E01019653,13.5,14.3,35.3,36.9
E01019707,13.7,17.7,43.9,24.6
E01019708,17.7,13.4,42,26.9
E01019647,15.2,22.5,42.9,19.5
E01019675,16.5,18.7,46.4,18.4
E01019679,17.8,18.1,43.9,20.2
E01019682,16.2,21.6,44,18.1
E01019642,13.8,11.4,38.1,36.8
E01019643,14,10.5,33.5,42.2
E01019654,12.7,15.1,41.2,31.1
E01019655,14.5,20.9,42.3,22.3
E01019676,16.1,16.6,43.2,23.9
E01019677,13.9,14.7,37.4,33.9
E01019678,14.8,18.6,45.8,20.8
E01019680,20.2,15.6,44.1,20.1
E01019681,10.3,12.3,38.8,38.8
E01019698,12.4,15.9,46,25.5
E01019697,15.4,14.3,38.8,31.4
E01019699,19.3,14.7,39.1,26.9
E01019700,14.8,13.2,40,32.2
E01019705,16.2,18,43.7,22.1
E01019706,14.8,14.1,40.3,30.5
E01019709,20.3,20.3,41.5,17.9
E01019638,12.1,15.4,39.4,33.1
E01019639,20,19.6,42.2,18.3
E01019640,14.9,18.5,45.5,21.3
E01019645,18.1,18.2,38.3,25.2
E01032614,14.2,16.7,47.8,21.3
E01019733,17.6,13.8,37,31.4
E01019752,19.1,18.1,46.3,16.6
E01019753,13.7,12.7,47.3,26.4
E01019763,16.9,16.4,42,24.7
E01019728,22.7,16.3,41.3,19.5
E01019729,23.6,19.7,38.3,18.4
E01019730,17.7,15.4,42.4,24.7
E01019731,16.7,14.1,41.1,28.3
E01019732,18.3,15.3,40.3,26.1
E01019738,17.2,16.9,44.2,21.7
E01019739,11.7,18.2,43.1,27
E01019740,13.6,15.4,46,25.1
E01019750,13.4,13,42.6,30.9
E01019751,18.6,14.1,43.4,24
E01019768,15.7,15.4,41.9,27.2
E01019727,15.5,13.2,38.1,33.1
E01019749,12.8,11.8,37.4,37.8
E01019754,12,13.2,41.1,33.7
E01019756,19,13.2,44.2,23.6
E01019757,17.1,15.7,38.5,28.7
E01019758,16.1,12.9,40.9,30.2
E01019746,15.9,13.1,45,25.8
E01019747,12.9,12.4,43,31.7
E01019748,14.2,14.5,48.9,22.3
E01019755,12.3,12.4,40.6,34.6
E01019766,13.8,12.7,38.9,34.6
E01019711,15.4,12.3,40.8,31.5
