LSOA code,Main language is English (English or Welsh in Wales),Main language is not English (English or Welsh in Wales): Can speak English very well,Main language is not English (English or Welsh in Wales): Can speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English well,Main language is not English (English or Welsh in Wales): Cannot speak English
E01010053,70.5,8.8,9.6,9.2,1.9
E01005484,68.2,8.7,12.3,8.9,1.9
E01034402,83.2,8.7,3.6,2.6,1.9
E01009481,73.6,8.6,8,7.8,1.9
E01009573,67,8.5,12.6,10,1.9
E01010269,68.8,8.5,10.5,10.3,1.9
E01007942,68.6,8.3,12.1,9.1,1.9
E01003292,79.4,8.3,5.5,4.9,1.9
E01004323,72.5,8.3,8.6,8.7,1.9
E01033148,69.6,8.2,10.1,10.1,1.9
E01023106,77.8,8.1,8.6,3.6,1.9
E01009265,70.4,7.9,11.8,7.9,1.9
E01015703,69.8,7.9,10,10.4,1.9
E01004822,71.8,7.8,10.7,7.8,1.9
E01011230,69.7,7.8,11.2,9.4,1.9
E01004829,64,7.7,14.9,11.5,1.9
E01010107,68.5,7.7,12.8,9.1,1.9
E01002082,70,7.7,11.5,8.9,1.9
E01009476,72.3,7.6,10.1,8.1,1.9
E01012606,74.7,7.4,9.6,6.3,1.9
E01007872,77.1,7.4,8.4,5.1,1.9
E01012644,69.6,7.3,11.5,9.6,1.9
E01001442,71.3,7.2,11.6,8,1.9
E01011015,73.2,7.1,8.8,9,1.9
E01012572,70.7,7,11.2,9.2,1.9
E01012579,74.8,6.6,9.9,6.9,1.9
E01009492,75,6.5,8.5,8,1.9
E01010732,74.3,6.3,9.9,7.6,1.9
E01005463,71.2,6.1,11.9,8.9,1.9
E01004236,73.4,6.1,11.3,7.3,1.9
E01004854,66.3,6,12.1,13.7,1.9
E01010837,71.4,6,10.7,10,1.9
E01005471,71.5,5.8,12.3,8.5,1.9
E01009352,67.6,5.7,14.1,10.7,1.9
E01010831,76.3,5.6,9.4,6.9,1.9
E01034114,82.2,5.5,6.2,4.2,1.9
E01010710,76.4,5.5,9.3,7,1.9
E01010618,74.7,5.1,9.9,8.4,1.9
E01012656,73.8,4.9,9.8,9.5,1.9
E01034918,76.3,4.9,9.8,7.2,1.9
E01025183,73.5,4.2,11.1,9.3,1.9
E01001216,51.8,19.3,16.5,10.6,1.8
E01002626,61,18.4,13.1,5.7,1.8
E01035686,62.8,17.3,11.1,7,1.8
E01002628,62.5,17.1,12.6,6,1.8
E01001335,65.4,16.9,9.2,6.5,1.8
E01013738,59.4,16.2,14.2,8.4,1.8
E01033934,58.6,16.1,12.5,11,1.8
E01000612,58.2,15.7,17.1,7.2,1.8
E01002397,56.1,15.7,18.6,7.9,1.8
E01001362,57,15.5,15.9,9.7,1.8
E01000630,62.1,15.3,13.2,7.6,1.8
E01002123,56.2,13.9,19,9,1.8
E01002232,63.8,13.9,12.7,7.9,1.8
E01033691,63.6,13.7,13.3,7.5,1.8
E01034041,61.9,13.3,15.8,7.2,1.8
E01004321,66.8,13.3,10.3,7.9,1.8
E01001636,66.7,12.9,12.6,6.1,1.8
E01003591,58.2,12.8,17.3,9.8,1.8
E01016404,67.8,12.8,11.8,5.8,1.8
E01000637,65.2,12.7,13.9,6.4,1.8
E01002405,68.7,12.2,12.8,4.5,1.8
E01007905,64.5,11.9,11.5,10.3,1.8
E01034125,62.3,11.8,15,9.1,1.8
E01004256,67.7,11.8,11.5,7.3,1.8
E01004849,58.7,11.7,15.7,12.1,1.8
E01015735,57.1,11.7,21.9,7.5,1.8
E01004272,67.5,11.7,11.7,7.4,1.8
E01005232,68.3,11.5,11.9,6.4,1.8
E01015728,64.9,11.5,14.8,7.1,1.8
E01000509,59.3,11.5,17.7,9.6,1.8
E01003585,61.2,11.4,16.2,9.3,1.8
E01003735,67.7,11.4,11.9,7.3,1.8
E01004295,69.8,11.4,10.3,6.8,1.8
E01003558,61,11.2,15.7,10.4,1.8
E01004369,68.6,11.2,12.9,5.6,1.8
E01011432,61.9,10.3,15,11,1.8
E01030023,60.8,10.3,17.6,9.5,1.8
E01005199,68,10.1,12.3,7.8,1.8
E01015665,66.9,10.1,14.4,6.8,1.8
E01004205,66.5,10.1,12.2,9.5,1.8
E01012891,64.4,9.6,13.9,10.3,1.8
E01034264,62.3,9.6,16.5,9.7,1.8
E01001466,65.9,9.6,12.6,10.1,1.8
E01001559,66.9,9.6,11.8,9.8,1.8
E01004824,67.7,9,12.1,9.4,1.8
E01016464,65.9,8.9,13.5,9.9,1.8
E01001487,66,8.8,14.4,9,1.8
E01012850,65,8.7,14,10.5,1.8
E01025298,69,8.5,12.4,8.4,1.8
E01010995,72,8.5,8.5,9.1,1.8
E01004847,71.4,8.2,12.1,6.5,1.8
E01011375,67.9,8.2,12.5,9.5,1.8
E01010625,74,8,8.9,7.4,1.8
E01010062,69,8,11.1,10.1,1.8
E01029988,69.4,7.9,13,7.8,1.8
E01010465,70.7,7.8,10.7,8.9,1.8
E01005564,68.1,7.7,12.9,9.6,1.8
E01010842,71.8,7.6,9.7,9.1,1.8
E01010340,69.3,7.3,12.3,9.3,1.8
E01004838,74.1,7.2,12.1,4.8,1.8
E01009392,75.3,7.2,7.7,8,1.8
E01009366,71,7,9.9,10.4,1.8
E01001467,71,6.9,12.7,7.5,1.8
E01013959,74.9,6.6,10.2,6.4,1.8
E01011134,71.3,6.5,10.3,10.1,1.8
E01005485,70.8,6.3,11.5,9.5,1.8
E01025248,76.8,6.2,9.3,6,1.8
E01034403,82,6.1,5.9,4.1,1.8
E01009488,77.5,6.1,8.5,6.1,1.8
E01005650,76.2,6,7.4,8.6,1.8
E01009054,75.8,5.8,8.6,7.9,1.8
E01009060,72.6,5.8,8.6,11.3,1.8
E01009395,78.6,5.6,8.2,5.8,1.8
E01002095,74,5.6,9.8,8.8,1.8
E01008901,74.3,5.5,9.4,8.9,1.8
E01017537,74.5,5.5,10.7,7.5,1.8
E01034335,77.7,5.3,7.7,7.5,1.8
E01009389,76.9,5.3,8.2,7.8,1.8
E01008112,76.2,5,9.3,7.7,1.8
E01008107,80,4.9,7.6,5.7,1.8
E01009397,70.1,4.8,11.3,11.9,1.8
E01006700,85.1,4.2,3.7,5.2,1.8
E01033415,59.7,23.4,10.9,4.2,1.7
E01002620,61.2,18.9,13.1,5.2,1.7
E01003569,47.9,17.5,21.1,11.8,1.7
E01000587,56.5,17.2,18,6.6,1.7
E01002625,59.4,16.9,15.1,6.9,1.7
E01001999,59.8,16.8,12.7,9,1.7
E01003520,52.8,16.6,18.5,10.4,1.7
E01034473,50.4,16.4,21.9,9.6,1.7
E01001294,53.6,16.2,18.6,9.8,1.7
E01001295,56.3,16.2,17.9,7.8,1.7
E01002638,61.4,16.1,14.8,6,1.7
E01002197,64.5,16,12.9,4.9,1.7
E01017155,56.4,15.7,15.7,10.5,1.7
E01000577,59.7,15.6,15.8,7.1,1.7
E01001324,64.8,15.1,13.6,4.8,1.7
E01034591,55.9,15.1,18.6,8.6,1.7
E01002594,66,14.7,12.7,4.9,1.7
E01033417,72.2,14.3,8.6,3.2,1.7
E01002168,63.3,13.9,14.2,7,1.7
E01028576,66.2,13.7,13.2,5.2,1.7
E01004702,65.9,13.6,10.3,8.5,1.7
E01002183,61.1,13.3,15.7,8.3,1.7
E01003529,55.3,13.2,18.1,11.7,1.7
E01000619,64.3,13,13.8,7.2,1.7
E01007655,56.7,12.6,19,10,1.7
E01017156,59.8,12.6,16.3,9.6,1.7
E01009568,60.4,12.4,14.7,10.8,1.7
E01001430,63.9,12.4,12.5,9.5,1.7
E01033873,70.8,12.3,10.8,4.4,1.7
E01002585,66.1,12.1,14.3,5.8,1.7
E01004247,67.8,12.1,11.2,7.2,1.7
E01002079,59.7,12,17.7,9,1.7
E01033888,65.3,11.9,12.5,8.6,1.7
E01016448,63.5,11.9,14.8,8.1,1.7
E01002133,67.2,11.8,13.4,5.9,1.7
E01001460,62.2,11.5,16.5,8.1,1.7
E01027226,64.3,11.4,15.1,7.4,1.7
E01016484,65.5,11.3,14.3,7.2,1.7
E01000499,64.4,11.2,15,7.8,1.7
E01003303,70.3,11.2,10,6.8,1.7
E01032591,72.5,11,8.9,6,1.7
E01000620,67.5,11,12.9,6.9,1.7
E01010064,65.9,10.9,13.4,8,1.7
E01035540,64.5,10.9,15.6,7.4,1.7
E01001558,61,10.9,15.7,10.6,1.7
E01013570,65.1,10.8,13.6,8.9,1.7
E01035682,73.8,10.8,8.4,5.3,1.7
E01026021,75.9,10.6,8.1,3.7,1.7
E01001262,71.9,10.6,10.6,5.3,1.7
E01003602,62.8,10.6,16.3,8.7,1.7
E01001500,68.2,10.5,11.4,8.3,1.7
E01009567,62.2,10.4,16,9.7,1.7
E01034024,75.7,10.3,7.7,4.6,1.7
E01001813,69.5,10.1,10,8.7,1.7
E01002067,64.7,10.1,14.8,8.7,1.7
E01015654,57.8,10,18.8,11.8,1.7
E01003570,61.7,10,17.4,9.2,1.7
E01004324,66.8,10,12,9.5,1.7
E01003979,79.9,9.9,5.1,3.3,1.7
E01001772,77.9,9.8,5.9,4.7,1.7
E01035660,76.4,9.8,6.9,5.1,1.7
E01026037,66.2,9.6,13.1,9.4,1.7
E01005287,69.2,9.5,12,7.7,1.7
E01012857,67.5,9.2,12.9,8.7,1.7
E01009268,69.4,9.2,10.6,9.1,1.7
E01015652,63.2,9.2,16,9.9,1.7
E01001489,68.3,9.2,12.3,8.4,1.7
E01002041,70.9,8.8,10.4,8.3,1.7
E01010094,72.7,8.3,11.2,6.2,1.7
E01004199,73.9,8.3,9.2,7,1.7
E01012999,63.7,8,15.4,11.2,1.7
E01013782,74.9,8,10.4,5,1.7
E01034922,63,8,14.8,12.5,1.7
E01001633,74.8,8,11.3,4.2,1.7
E01010375,72.5,7.9,10.9,7,1.7
E01012867,62.7,7.8,16.6,11.1,1.7
E01004288,73.6,7.8,9.7,7.2,1.7
E01006556,69.3,7.6,11.4,10.1,1.7
E01007529,70.9,7.6,11.4,8.4,1.7
E01034955,75.2,7.6,9.5,6,1.7
E01010101,72.1,7.4,10.8,8,1.7
E01010735,71.7,7.2,11.8,7.6,1.7
E01005568,72.9,7,10.7,7.8,1.7
E01005161,79.5,6.9,8.5,3.5,1.7
E01005321,71.6,6.8,12.4,7.6,1.7
E01007883,72.4,6.7,10.4,8.7,1.7
E01001483,66.8,6.7,15.5,9.3,1.7
E01010619,71.6,6.4,11,9.2,1.7
E01010623,72.5,6.4,10.7,8.7,1.7
E01010067,74.4,6.3,10,7.7,1.7
E01012605,73.7,6.2,10.2,8.2,1.7
E01013588,80.8,6.2,7.5,3.8,1.7
E01023976,79.6,6.2,8.3,4.2,1.7
E01011045,71.1,6,11,10.2,1.7
E01009486,74.6,6,10,7.7,1.7
E01033697,69.8,5.7,11.7,11,1.7
E01010607,70.3,5.7,11.3,11,1.7
E01008907,75.4,5.5,8.4,9,1.7
E01024858,73.7,5.4,11.3,8,1.7
E01033648,77.2,5.4,7.7,8,1.7
E01011001,74.5,5.3,9.9,8.6,1.7
E01005462,80.2,5.1,7.6,5.3,1.7
E01010792,76.9,5.1,8.6,7.7,1.7
E01009342,78,5.1,7.2,8,1.7
E01009201,78.4,4.8,9.1,6,1.7
E01009363,76.2,4.6,9.9,7.6,1.7
E01024019,83.7,4.2,5.9,4.6,1.7
E01012640,80.6,4,8.2,5.5,1.7
E01009994,84.9,4,5.4,4,1.7
E01012267,80.6,3.1,6.5,8.1,1.7
E01011929,94.4,0.9,1.7,1.3,1.7
E01035519,51.1,24,16.1,7.2,1.6
E01002219,50.1,19.3,20.2,8.8,1.6
E01002618,59.1,18.4,13.3,7.5,1.6
E01033422,61.4,17,13,7,1.6
E01002165,50.7,16.9,20.7,10.1,1.6
E01003689,58.6,16.9,14,8.8,1.6
E01000634,57.4,16.7,16.4,8,1.6
E01002166,57,16.5,16.8,8.1,1.6
E01000506,60.6,16.2,14.4,7.3,1.6
E01035690,69.9,16.1,7.3,5.1,1.6
E01002124,55.5,16,18.5,8.4,1.6
E01005284,64.1,15.8,12.8,5.8,1.6
E01033463,59.2,15.4,16.7,7.2,1.6
E01002547,57.8,14.6,17.6,8.4,1.6
E01001218,59.9,14.4,16.4,7.7,1.6
E01003523,57.4,14.2,17.7,9.1,1.6
E01012854,63.3,13.9,12.1,9,1.6
E01002734,68.9,13.7,9.9,5.9,1.6
E01003578,55.3,13.6,19,10.5,1.6
E01016462,62.6,13.6,15.8,6.4,1.6
E01000556,61.4,13.5,17,6.5,1.6
E01010105,61.7,13.1,15.4,8.1,1.6
E01003574,63.1,13.1,14.4,7.7,1.6
E01003507,64.3,13.1,14.3,6.7,1.6
E01008335,62.1,13,13.3,10.1,1.6
E01001998,70.6,13,9.9,5,1.6
E01002584,63.1,13,14.9,7.4,1.6
E01001360,60.7,12.8,15.4,9.5,1.6
E01000628,58.3,12.6,18.8,8.8,1.6
E01033602,68.5,12.5,10.3,7,1.6
E01013777,57.1,12.2,18.9,10.1,1.6
E01034738,64.5,12,14,7.9,1.6
E01003739,73,12,9.5,3.9,1.6
E01005288,68.7,11.9,11.1,6.7,1.6
E01026025,53.6,11.7,18.5,14.5,1.6
E01003413,69.9,11.6,10.5,6.3,1.6
E01003557,67,11.4,13.1,6.9,1.6
E01027313,55.3,11.2,20.5,11.5,1.6
E01008455,67.8,11.1,12.3,7.2,1.6
E01004302,62.9,11.1,14.4,10,1.6
E01016463,67.8,11.1,13.1,6.4,1.6
E01007875,66.8,11,12,8.6,1.6
E01002057,71.5,10.7,10.7,5.5,1.6
E01001982,66.4,10.6,13,8.4,1.6
E01013667,72.9,10.5,8.3,6.7,1.6
E01010430,68.5,10.4,10.7,8.9,1.6
E01002099,64.6,10.4,13.8,9.6,1.6
E01032787,69.1,10.4,10.5,8.4,1.6
E01009992,69.8,10.2,10.3,8.1,1.6
E01010529,60.6,10.2,17.3,10.3,1.6
E01009273,66,10.1,12.4,9.8,1.6
E01001477,72.2,10.1,9.5,6.6,1.6
E01010102,62,10,14.3,12.2,1.6
E01010526,61.5,10,16.7,10.2,1.6
E01002033,66.7,10,13.2,8.5,1.6
E01034928,68.1,9.6,12.2,8.4,1.6
E01011428,61.3,9.5,16.3,11.3,1.6
E01010364,71.1,9.5,10.1,7.7,1.6
E01015601,58.1,9.3,17.3,13.6,1.6
E01010100,70.6,9.2,9.9,8.8,1.6
E01010466,58.5,9.2,18.8,11.9,1.6
E01001789,81.1,9.2,5.1,3.1,1.6
E01026176,66.3,9.1,14.4,8.7,1.6
E01002092,66.2,9.1,13.3,9.8,1.6
E01031436,70.4,9.1,11.4,7.5,1.6
E01001439,70.2,8.8,10.9,8.5,1.6
E01002037,68.9,8.8,11,9.6,1.6
E01033676,74.3,8.7,9.8,5.7,1.6
E01011372,68,8.7,11.8,9.9,1.6
E01007714,71.2,8.6,12.1,6.5,1.6
E01010833,68.5,8.6,11.8,9.6,1.6
E01005239,74.3,8.5,10.2,5.5,1.6
E01006673,73.5,8.2,10.1,6.6,1.6
E01001486,68,8.2,12.7,9.5,1.6
E01010659,72.3,8,10.6,7.5,1.6
E01008884,71.7,8,9.4,9.3,1.6
E01010341,68.2,8,10.9,11.4,1.6
E01009359,66.1,7.9,14,10.5,1.6
E01018063,65.3,7.9,15,10.2,1.6
E01005219,75.4,7.8,8.4,6.8,1.6
E01033926,73.7,7.8,9.8,7,1.6
E01002093,69.9,7.8,11,9.7,1.6
E01003555,75.1,7.8,9.6,5.9,1.6
E01007904,74.7,7.7,9.1,6.8,1.6
E01001826,74.1,7.6,9.2,7.4,1.6
E01009985,74.8,7.4,8.7,7.6,1.6
E01018497,70.7,7.3,11.6,8.7,1.6
E01001728,74.5,7.2,8.6,8.1,1.6
E01008915,74.6,7.1,12.1,4.6,1.6
E01000522,75.2,7.1,11,5,1.6
E01003547,74,7,11.3,6.2,1.6
E01010734,73.1,6.9,10.6,7.7,1.6
E01034232,75.4,6.5,9.6,7,1.6
E01006676,75.1,6.5,8.4,8.5,1.6
E01009242,79.3,5.6,7.9,5.7,1.6
E01012643,73.8,5.2,10.4,9,1.6
E01010810,78.8,5.1,8.5,6.1,1.6
E01009084,82.9,4.8,6.4,4.2,1.6
E01004814,84.5,4.2,5.6,4.1,1.6
E01025215,77.7,4.1,7.9,8.7,1.6
E01025084,80.8,3.9,7.7,6,1.6
E01010671,84,3.6,6.4,4.4,1.6
E01006574,89.4,3.1,4.6,1.3,1.6
E01024085,95.5,1.9,0.7,0.3,1.6
E01016678,93.9,1.3,2,1.2,1.6
E01002839,66.7,20.6,8,3.2,1.5
E01033690,58.4,20.5,12.5,7.1,1.5
E01000606,51.7,19.9,19.1,7.7,1.5
E01002202,45.8,18.2,24.3,10.2,1.5
E01003785,56.5,16.7,17.2,8.1,1.5
E01002171,57.5,16.3,17.7,7,1.5
E01002542,60.8,16.2,15.9,5.6,1.5
E01033943,59.6,16.1,15.9,6.9,1.5
E01004310,65.8,15.6,10.4,6.6,1.5
E01000009,56.4,15.2,16.6,10.2,1.5
E01002394,59.8,14.8,16.7,7.1,1.5
E01034481,66.5,14.3,11.8,5.9,1.5
E01000485,66.7,13.9,11.7,6.3,1.5
E01002396,64.7,13.7,12,8.2,1.5
E01004316,73.1,13.7,6.2,5.5,1.5
E01010736,58.3,13.6,15,11.5,1.5
E01003561,57.2,13.4,17.4,10.6,1.5
E01004039,72.4,13.4,8.1,4.6,1.5
E01001396,58.5,13.3,18,8.6,1.5
E01002506,60.6,13.3,16,8.6,1.5
E01002665,65.8,13.1,13.2,6.4,1.5
E01003534,60,12.9,15,10.6,1.5
E01000641,65.2,12.7,13.2,7.5,1.5
E01002102,61.4,12.7,15.6,8.7,1.5
E01001672,61.5,12.6,17,7.5,1.5
E01013669,70.6,12.5,9,6.3,1.5
E01034010,66.2,12.3,12.3,7.7,1.5
E01005167,65.2,12,13.6,7.6,1.5
E01000224,67.2,11.9,13.8,5.6,1.5
E01003104,76.6,11.9,6.5,3.6,1.5
E01002104,57.9,11.7,17.3,11.7,1.5
E01003576,65.7,11.6,13.1,8.2,1.5
E01016483,61.4,11.5,17.4,8.2,1.5
E01013774,57,11.3,20,10.2,1.5
E01009564,64.4,11.3,14.5,8.4,1.5
E01009659,64.4,11.2,15.9,7,1.5
E01034315,66.7,11.2,13.4,7.2,1.5
E01001268,72.5,11.2,9.8,5,1.5
E01003586,61.5,11.2,15.8,10,1.5
E01003524,56.5,11.2,18.6,12.2,1.5
E01002049,65.1,11.1,13.6,8.8,1.5
E01004255,68.5,11.1,11.1,7.8,1.5
E01016467,74,11.1,9.8,3.6,1.5
E01005142,66.9,10.9,11.7,9,1.5
E01006694,66.4,10.9,11.9,9.4,1.5
E01013571,68.8,10.7,11.4,7.6,1.5
E01001482,63.6,10.7,13.7,10.4,1.5
E01033680,77.2,10.5,7.7,3.1,1.5
E01013587,72.4,10.5,10.3,5.3,1.5
E01033892,69,10.4,11.5,7.7,1.5
E01002026,67.5,10.3,12.8,7.9,1.5
E01034275,69.6,10.3,13.6,5.1,1.5
E01005061,75.5,10.2,8.4,4.4,1.5
E01035667,73.1,10.2,8.4,6.8,1.5
E01001463,69.6,10.1,11.4,7.3,1.5
E01004423,68.6,10,11.4,8.5,1.5
E01005245,73.6,9.9,9.8,5.2,1.5
E01013668,70.5,9.9,12.3,5.8,1.5
E01000915,75.5,9.9,8.8,4.2,1.5
E01031047,73.5,9.8,10,5.2,1.5
E01003501,68.9,9.7,12.5,7.4,1.5
E01004365,64.2,9.7,14.6,10,1.5
E01016449,69.9,9.7,11.3,7.6,1.5
E01029407,64.2,9.4,16.1,8.8,1.5
E01014286,68.8,9.3,11.8,8.7,1.5
E01002545,75,9.3,10.1,4.1,1.5
E01001283,73.4,9.2,10.5,5.4,1.5
E01001557,72,9.1,10.7,6.7,1.5
E01002046,70,9.1,11.2,8.3,1.5
E01003061,74.2,9.1,8,7.3,1.5
E01000596,72.8,9,11.7,5,1.5
E01001485,65.6,9,14.6,9.3,1.5
E01004257,71.3,9,11.1,7.1,1.5
E01035466,70.9,8.9,10.1,8.6,1.5
E01015651,70.4,8.9,13,6.2,1.5
E01004198,74.6,8.8,8,7.1,1.5
E01004249,73.1,8.8,10.1,6.6,1.5
E01000941,75.9,8.7,8.7,5.3,1.5
E01004852,68.5,8.6,13.4,8,1.5
E01011427,72,8.5,11.1,6.9,1.5
E01007948,73,8.4,10.3,6.8,1.5
E01010426,75,8.4,8.7,6.4,1.5
E01018070,64.6,8.4,15,10.5,1.5
E01034793,72.5,8.4,10.8,6.8,1.5
E01034927,74.1,8.3,10.1,6,1.5
E01018447,64.8,8.2,17.2,8.3,1.5
E01012889,74.7,8.2,8.4,7.3,1.5
E01031046,69.9,8.2,12.3,7.9,1.5
E01009017,74.3,8.2,9.3,6.7,1.5
E01013811,67.9,8.1,13,9.5,1.5
E01009989,69.5,8.1,12.1,8.8,1.5
E01003236,79.8,8.1,7.1,3.5,1.5
E01010020,77.1,8,8.6,4.8,1.5
E01010061,66.4,8,15,9.2,1.5
E01001517,72.5,7.9,10.5,7.7,1.5
E01026689,67.4,7.8,14.3,9.1,1.5
E01015702,71.4,7.4,10.1,9.7,1.5
E01001725,76.4,7.4,7.7,7.1,1.5
E01004825,64.8,7.3,17.9,8.6,1.5
E01021683,84.2,7.3,4.7,2.3,1.5
E01001507,69.9,7.3,11.7,9.7,1.5
E01004240,73.5,7.3,9.4,8.3,1.5
E01010829,77.6,7.2,7.5,6.2,1.5
E01008899,69.9,7.1,12.2,9.3,1.5
E01009477,77.4,7.1,6.8,7.2,1.5
E01001807,75.4,7.1,9.1,7,1.5
E01005162,80.2,7,7.7,3.5,1.5
E01009341,72.9,7,10.6,8,1.5
E01010344,75.5,7,9.1,7,1.5
E01012655,76.3,6.9,9.7,5.6,1.5
E01012870,72.3,6.9,9.7,9.6,1.5
E01003918,83,6.9,6,2.6,1.5
E01034925,72.9,6.8,10.2,8.5,1.5
E01009204,74.4,6.8,10.3,7,1.5
E01005435,68.3,6.7,13.1,10.3,1.5
E01010663,70.4,6.7,12.2,9.2,1.5
E01009272,74.6,6.7,9.7,7.5,1.5
E01005682,75.1,6.5,12.8,4,1.5
E01001800,76.3,6.5,8.4,7.3,1.5
E01001552,79.5,6.4,7,5.6,1.5
E01010442,79.4,6.3,6.6,6.2,1.5
E01010679,69.9,6,12,10.5,1.5
E01006728,79.5,5.9,7.6,5.5,1.5
E01023146,81.3,5.9,7.7,3.5,1.5
E01011020,76.8,5.8,7.8,8.2,1.5
E01001549,77.8,5.7,8,7.1,1.5
E01013860,84.6,5.5,6.1,2.3,1.5
E01007979,83.6,5.4,6.1,3.4,1.5
E01034585,81.4,5.3,6.6,5.3,1.5
E01034936,90.3,5.1,2.3,0.8,1.5
E01009057,76.2,4.9,8.4,9,1.5
E01014273,83,4.7,7.5,3.4,1.5
E01010807,78,4.5,7.1,8.9,1.5
E01009400,84,4.4,7.3,2.8,1.5
E01006963,80.6,4.1,8.1,5.8,1.5
E01028906,80.1,4,7.8,6.6,1.5
E01011002,82.9,3.7,6.9,5,1.5
E01006041,88.7,2.3,4.3,3.2,1.5
E01031674,90,1.7,2.1,4.7,1.5
E01002636,59.1,20,13.4,6.1,1.4
E01004710,65.1,19.5,9.7,4.4,1.4
E01000543,55.6,19.4,16.8,6.9,1.4
E01013735,55.7,19.2,14.9,8.9,1.4
E01002662,62.3,18.2,11.7,6.4,1.4
E01002546,55.5,18,18.5,6.6,1.4
E01003729,55.8,16.9,17.4,8.5,1.4
E01000144,63.5,16.8,11,7.4,1.4
E01002179,60.4,16.7,14.6,6.9,1.4
E01001342,55.9,16.6,17.5,8.6,1.4
E01002632,63.6,16.5,12,6.5,1.4
E01002170,62,16.4,14.4,5.8,1.4
E01003530,52.8,15.7,19.7,10.3,1.4
E01000553,63.5,15.6,13.6,6,1.4
E01034201,61.6,15.2,13.4,8.5,1.4
E01001272,61.1,15.1,14.5,7.8,1.4
E01001338,59,15.1,15.7,8.9,1.4
E01001293,61.5,15,15.3,6.8,1.4
E01033084,64.3,14.8,14.1,5.3,1.4
E01003566,52.3,14.6,20,11.7,1.4
E01001291,60.9,14.5,16.4,6.9,1.4
E01034109,59.4,14.4,15.7,9,1.4
E01034592,65.2,14.4,13.8,5.2,1.4
E01034580,68,14.4,8.9,7.3,1.4
E01002544,66.9,14.3,12.5,4.8,1.4
E01012093,62.7,14.2,13.7,7.9,1.4
E01004754,67.9,14.2,10.7,5.9,1.4
E01034736,61.3,14.1,14.4,8.8,1.4
E01002488,65,14.1,13.1,6.4,1.4
E01003531,60.4,13.8,15.8,8.6,1.4
E01001213,59.2,13.7,16.1,9.5,1.4
E01002169,57.1,13.6,18.6,9.3,1.4
E01003394,61.2,13.6,16.4,7.4,1.4
E01002215,65.7,13.5,13.2,6.1,1.4
E01002645,60.9,13.4,16.8,7.5,1.4
E01013776,58.6,13.3,17.5,9.2,1.4
E01002233,62.6,13.1,16,6.9,1.4
E01003595,65.2,13.1,13.1,7.1,1.4
E01003771,66.1,12.9,13.8,5.8,1.4
E01003567,57.7,12.8,18.3,9.9,1.4
E01003713,64.7,12.8,13.4,7.7,1.4
E01007530,59,12.7,17.3,9.7,1.4
E01032979,65.8,12.7,14.4,5.7,1.4
E01001180,68,12.6,12,6.1,1.4
E01002224,69.5,12.4,13,3.7,1.4
E01003623,64,12.4,13.9,8.4,1.4
E01008334,64.4,12.2,14.4,7.6,1.4
E01009575,66.8,12.1,11.3,8.4,1.4
E01001327,68.3,12.1,13.6,4.5,1.4
E01001356,67.4,12.1,11.6,7.5,1.4
E01016376,71.2,12.1,11.3,4,1.4
E01033675,66.4,12,12.9,7.3,1.4
E01002103,60.7,12,16.8,9.1,1.4
E01004303,71.7,12,9,5.8,1.4
E01013684,61,11.7,17.3,8.6,1.4
E01013606,68.7,11.6,12.6,5.7,1.4
E01004573,71.3,11.6,11,4.7,1.4
E01015632,61,11.5,17,9.1,1.4
E01034124,68,11.4,12.2,7,1.4
E01002409,74.8,11.4,8.1,4.3,1.4
E01003572,66,11.4,13.4,7.9,1.4
E01003579,60.9,11.3,15.9,10.4,1.4
E01000523,67.5,11.2,12.6,7.3,1.4
E01003389,68.1,11.1,13.5,5.9,1.4
E01002084,67.1,10.9,13.8,6.8,1.4
E01035467,68.2,10.8,14.5,5.2,1.4
E01003581,61.5,10.8,16.8,9.5,1.4
E01004233,75.6,10.8,6.2,6.1,1.4
E01013842,64.5,10.7,14,9.4,1.4
E01002855,75,10.7,7.5,5.4,1.4
E01033893,71.6,10.6,10.4,6,1.4
E01012036,62.4,10.5,16,9.8,1.4
E01001971,70.1,10.5,11.2,6.8,1.4
E01008991,77.7,10.4,5.7,4.8,1.4
E01001740,75.5,10.4,6.9,5.8,1.4
E01004305,68.6,10.4,12,7.6,1.4
E01022291,67.5,10.4,12.9,7.8,1.4
E01009571,65.4,10.3,13.6,9.3,1.4
E01001677,70.5,10.2,13.2,4.7,1.4
E01008065,68.1,10.1,12.4,8,1.4
E01009267,74.8,9.9,8.3,5.6,1.4
E01033369,74.7,9.9,9.4,4.5,1.4
E01025655,76.5,9.8,7.8,4.5,1.4
E01013671,74.8,9.3,9.1,5.4,1.4
E01001722,73.8,9.3,7.5,8,1.4
E01013699,79.1,9.1,6.6,3.8,1.4
E01035672,72.7,9.1,9.6,7.1,1.4
E01001525,77.6,8.9,8.1,4,1.4
E01004868,73.4,8.8,10.9,5.5,1.4
E01015787,72.5,8.8,10.8,6.5,1.4
E01004300,72.7,8.8,9.8,7.3,1.4
E01006690,70.8,8.7,10.9,8.2,1.4
E01016446,70.9,8.6,11.1,8,1.4
E01001703,74.5,8.5,9.3,6.3,1.4
E01013601,76.6,8.4,9.2,4.3,1.4
E01010365,72,8.4,11,7.2,1.4
E01033269,67,8.3,13.6,9.7,1.4
