LSOA,Female,Male
E01000965,54.2,45.8
E01000935,54.2,45.8
E01001082,54.2,45.8
E01001267,54.2,45.8
E01001439,54.2,45.8
E01001522,54.2,45.8
E01001581,54.2,45.8
E01034177,54.2,45.8
E01001788,54.2,45.8
E01001740,54.2,45.8
E01001785,54.2,45.8
E01001763,54.2,45.8
E01001842,54.2,45.8
E01001855,54.2,45.8
E01001870,54.2,45.8
E01001912,54.2,45.8
E01032575,54.2,45.8
E01034592,54.2,45.8
E01002360,54.2,45.8
E01002708,54.2,45.8
E01002932,54.2,45.8
E01003121,54.2,45.8
E01003125,54.2,45.8
E01003168,54.2,45.8
E01003357,54.2,45.8
E01003723,54.2,45.8
E01003708,54.2,45.8
E01003797,54.2,45.8
E01004020,54.2,45.8
E01004483,54.2,45.8
E01004611,54.2,45.8
E01016032,54.2,45.8
E01016394,54.2,45.8
E01016987,54.2,45.8
E01017037,54.2,45.8
E01017893,54.2,45.8
E01020947,54.2,45.8
E01020913,54.2,45.8
E01021137,54.2,45.8
E01023151,54.2,45.8
E01023243,54.2,45.8
E01024429,54.2,45.8
E01024522,54.2,45.8
E01035742,54.2,45.8
E01035758,54.2,45.8
E01030420,54.2,45.8
E01030862,54.2,45.8
E01031457,54.2,45.8
E01031512,54.2,45.8
E01031703,54.2,45.8
E01031747,54.2,45.8
E01014616,54.2,45.8
E01015086,54.2,45.8
E01034862,54.2,45.8
E01018973,54.2,45.8
E01015296,54.2,45.8
E01020356,54.2,45.8
E01019913,54.2,45.8
E01020001,54.2,45.8
E01019987,54.2,45.8
E01019970,54.2,45.8
E01022143,54.2,45.8
E01022195,54.2,45.8
E01029167,54.2,45.8
E01029293,54.2,45.8
E01033467,54.1,45.9
E01012127,54.1,45.9
E01020766,54.1,45.9
E01020816,54.1,45.9
E01008373,54.1,45.9
E01008519,54.1,45.9
E01008521,54.1,45.9
E01008635,54.1,45.9
E01034517,54.1,45.9
E01008717,54.1,45.9
E01012439,54.1,45.9
E01012710,54.1,45.9
E01012715,54.1,45.9
E01012685,54.1,45.9
E01018446,54.1,45.9
E01018358,54.1,45.9
E01018330,54.1,45.9
E01018535,54.1,45.9
E01019175,54.1,45.9
E01024890,54.1,45.9
E01004793,54.1,45.9
E01032558,54.1,45.9
E01005895,54.1,45.9
E01006005,54.1,45.9
E01006607,54.1,45.9
E01006757,54.1,45.9
E01013041,54.1,45.9
E01012919,54.1,45.9
E01007438,54.1,45.9
E01007539,54.1,45.9
E01007708,54.1,45.9
E01033899,54.1,45.9
E01033695,54.1,45.9
E01035106,54.1,45.9
E01013893,54.1,45.9
E01013890,54.1,45.9
E01013822,54.1,45.9
E01026100,54.1,45.9
E01032999,54.1,45.9
E01028144,54.1,45.9
E01014199,54.1,45.9
E01029474,54.1,45.9
E01029561,54.1,45.9
E01029618,54.1,45.9
E01009234,54.1,45.9
E01009289,54.1,45.9
E01008959,54.1,45.9
E01009117,54.1,45.9
E01009756,54.1,45.9
E01009957,54.1,45.9
E01010261,54.1,45.9
E01015994,54.1,45.9
E01018264,54.1,45.9
E01021454,54.1,45.9
E01021635,54.1,45.9
E01021776,54.1,45.9
E01021790,54.1,45.9
E01022037,54.1,45.9
E01026792,54.1,45.9
E01026840,54.1,45.9
E01029920,54.1,45.9
E01023958,54.1,45.9
E01000083,54.1,45.9
E01000287,54.1,45.9
E01000183,54.1,45.9
E01000403,54.1,45.9
E01000604,54.1,45.9
E01000582,54.1,45.9
E01000585,54.1,45.9
E01000781,54.1,45.9
E01000802,54.1,45.9
E01000739,54.1,45.9
E01000721,54.1,45.9
E01000931,54.1,45.9
E01001087,54.1,45.9
E01001089,54.1,45.9
E01001316,54.1,45.9
E01001514,54.1,45.9
E01001483,54.1,45.9
E01001395,54.1,45.9
E01001720,54.1,45.9
E01001830,54.1,45.9
E01001851,54.1,45.9
E01001891,54.1,45.9
E01002089,54.1,45.9
E01001995,54.1,45.9
E01002064,54.1,45.9
E01002721,54.1,45.9
E01002859,54.1,45.9
E01002823,54.1,45.9
E01002844,54.1,45.9
E01003084,54.1,45.9
E01003069,54.1,45.9
E01003251,54.1,45.9
E01003611,54.1,45.9
E01033878,54.1,45.9
E01004384,54.1,45.9
E01004463,54.1,45.9
E01004607,54.1,45.9
E01004495,54.1,45.9
E01004527,54.1,45.9
E01035497,54.1,45.9
E01004718,54.1,45.9
E01004719,54.1,45.9
E01004679,54.1,45.9
E01004670,54.1,45.9
E01016738,54.1,45.9
E01016894,54.1,45.9
E01017103,54.1,45.9
E01017342,54.1,45.9
E01023043,54.1,45.9
E01023221,54.1,45.9
E01024024,54.1,45.9
E01024481,54.1,45.9
E01024509,54.1,45.9
E01024677,54.1,45.9
E01024750,54.1,45.9
E01030509,54.1,45.9
E01030520,54.1,45.9
E01030608,54.1,45.9
E01031424,54.1,45.9
E01031420,54.1,45.9
E01031487,54.1,45.9
E01031643,54.1,45.9
E01014594,54.1,45.9
E01015522,54.1,45.9
E01018909,54.1,45.9
E01019056,54.1,45.9
E01015304,54.1,45.9
E01015399,54.1,45.9
E01015403,54.1,45.9
E01020369,54.1,45.9
E01020367,54.1,45.9
E01020519,54.1,45.9
E01020578,54.1,45.9
E01034635,54.1,45.9
E01020183,54.1,45.9
E01020230,54.1,45.9
E01022463,54.1,45.9
E01029263,54.1,45.9
E01012084,54,46
E01012051,54,46
E01020664,54,46
E01020658,54,46
E01027481,54,46
E01008429,54,46
E01008730,54,46
E01008809,54,46
E01008205,54,46
E01012731,54,46
E01018355,54,46
E01018701,54,46
E01018740,54,46
E01024995,54,46
E01025379,54,46
E01005250,54,46
E01005085,54,46
E01005319,54,46
E01005421,54,46
E01005683,54,46
E01005753,54,46
E01006507,54,46
E01006477,54,46
E01006480,54,46
E01006664,54,46
E01006617,54,46
E01006712,54,46
E01006984,54,46
E01007119,54,46
E01007153,54,46
E01013404,54,46
E01027728,54,46
E01027921,54,46
E01007509,54,46
E01007688,54,46
E01007965,54,46
E01008009,54,46
E01010697,54,46
E01010610,54,46
E01010872,54,46
E01011592,54,46
E01011617,54,46
E01011629,54,46
E01013854,54,46
E01027217,54,46
E01032976,54,46
E01029666,54,46
E01031227,54,46
E01009088,54,46
E01009094,54,46
E01034937,54,46
E01010158,54,46
E01010415,54,46
E01015915,54,46
E01034355,54,46
E01021318,54,46
E01021486,54,46
E01021488,54,46
E01035583,54,46
E01023392,54,46
E01023582,54,46
E01023583,54,46
E01026714,54,46
E01026852,54,46
E01030164,54,46
E01000061,54,46
E01000251,54,46
E01000179,54,46
E01000207,54,46
E01033790,54,46
E01000428,54,46
E01000385,54,46
E01000560,54,46
E01000522,54,46
E01033941,54,46
E01000877,54,46
E01000845,54,46
E01000961,54,46
E01000967,54,46
E01000946,54,46
E01001137,54,46
E01001112,54,46
E01001180,54,46
E01001131,54,46
E01034146,54,46
E01001210,54,46
E01001287,54,46
E01001545,54,46
E01001537,54,46
E01001541,54,46
E01001513,54,46
E01001400,54,46
E01001486,54,46
E01001582,54,46
E01001654,54,46
E01001619,54,46
E01034190,54,46
E01001838,54,46
E01001940,54,46
E01001858,54,46
E01001873,54,46
E01001900,54,46
E01001988,54,46
E01034032,54,46
E01002753,54,46
E01002872,54,46
E01002826,54,46
E01002972,54,46
E01003026,54,46
E01003161,54,46
E01003174,54,46
E01003166,54,46
E01003231,54,46
E01003590,54,46
E01034199,54,46
E01003884,54,46
E01004003,54,46
E01004382,54,46
E01004459,54,46
E01004428,54,46
E01004594,54,46
E01004529,54,46
E01004520,54,46
E01004723,54,46
E01004702,54,46
E01004757,54,46
E01016159,54,46
E01016098,54,46
E01016496,54,46
E01016889,54,46
E01016855,54,46
E01016962,54,46
E01017340,54,46
E01017295,54,46
E01017284,54,46
E01020936,54,46
E01021232,54,46
E01021234,54,46
E01023074,54,46
E01024196,54,46
E01024263,54,46
E01024614,54,46
E01024662,54,46
E01024669,54,46
E01024831,54,46
E01030405,54,46
E01031365,54,46
E01031391,54,46
E01031493,54,46
E01031831,54,46
E01014517,54,46
E01014833,54,46
E01014986,54,46
E01015198,54,46
E01018971,54,46
E01032014,54,46
E01032029,54,46
E01020392,54,46
E01020438,54,46
E01020503,54,46
E01020504,54,46
E01019904,54,46
E01022199,54,46
E01022464,54,46
E01035114,54,46
E01012074,53.9,46.1
E01012206,53.9,46.1
E01020645,53.9,46.1
E01020895,53.9,46.1
E01027377,53.9,46.1
E01008489,53.9,46.1
E01008485,53.9,46.1
E01008767,53.9,46.1
E01008173,53.9,46.1
E01012703,53.9,46.1
E01018365,53.9,46.1
E01019108,53.9,46.1
E01024857,53.9,46.1
E01024997,53.9,46.1
E01025172,53.9,46.1
E01025427,53.9,46.1
E01005182,53.9,46.1
E01005081,53.9,46.1
E01005088,53.9,46.1
E01005318,53.9,46.1
E01006069,53.9,46.1
E01006092,53.9,46.1
E01006168,53.9,46.1
E01033228,53.9,46.1
E01006445,53.9,46.1
E01006655,53.9,46.1
E01007282,53.9,46.1
E01013403,53.9,46.1
E01027596,53.9,46.1
E01027818,53.9,46.1
E01007734,53.9,46.1
E01008084,53.9,46.1
E01010682,53.9,46.1
E01011058,53.9,46.1
E01011234,53.9,46.1
E01011345,53.9,46.1
E01011348,53.9,46.1
E01011668,53.9,46.1
E01019547,53.9,46.1
E01028028,53.9,46.1
E01028228,53.9,46.1
E01014171,53.9,46.1
E01014176,53.9,46.1
E01014274,53.9,46.1
E01028984,53.9,46.1
E01029522,53.9,46.1
E01031185,53.9,46.1
E01031252,53.9,46.1
E01009002,53.9,46.1
E01034927,53.9,46.1
E01008992,53.9,46.1
E01009284,53.9,46.1
E01009290,53.9,46.1
E01009114,53.9,46.1
E01009971,53.9,46.1
E01010126,53.9,46.1
E01010243,53.9,46.1
E01010258,53.9,46.1
E01010484,53.9,46.1
E01017489,53.9,46.1
E01021514,53.9,46.1
E01021720,53.9,46.1
E01022004,53.9,46.1
E01023876,53.9,46.1
E01026521,53.9,46.1
E01026702,53.9,46.1
E01034771,53.9,46.1
E01026778,53.9,46.1
E01026810,53.9,46.1
E01023759,53.9,46.1
E01029952,53.9,46.1
E01000057,53.9,46.1
E01000180,53.9,46.1
E01000136,53.9,46.1
E01000352,53.9,46.1
E01000384,53.9,46.1
E01034383,53.9,46.1
E01000796,53.9,46.1
E01000672,53.9,46.1
E01032568,53.9,46.1
E01000902,53.9,46.1
E01001115,53.9,46.1
E01001445,53.9,46.1
E01001699,53.9,46.1
E01034178,53.9,46.1
E01001945,53.9,46.1
E01001882,53.9,46.1
E01002082,53.9,46.1
E01001991,53.9,46.1
E01002388,53.9,46.1
E01002671,53.9,46.1
E01002754,53.9,46.1
E01002883,53.9,46.1
E01002885,53.9,46.1
E01002833,53.9,46.1
E01002864,53.9,46.1
E01002817,53.9,46.1
E01002834,53.9,46.1
E01002964,53.9,46.1
E01002950,53.9,46.1
E01003020,53.9,46.1
E01003044,53.9,46.1
E01003326,53.9,46.1
E01003288,53.9,46.1
E01003447,53.9,46.1
E01003777,53.9,46.1
E01033879,53.9,46.1
E01004239,53.9,46.1
E01035670,53.9,46.1
E01004248,53.9,46.1
E01004335,53.9,46.1
E01004503,53.9,46.1
E01004505,53.9,46.1
E01004545,53.9,46.1
E01004546,53.9,46.1
E01004482,53.9,46.1
E01004706,53.9,46.1
E01035296,53.9,46.1
E01016023,53.9,46.1
E01017929,53.9,46.1
E01017868,53.9,46.1
E01021072,53.9,46.1
E01022621,53.9,46.1
E01022929,53.9,46.1
E01022938,53.9,46.1
E01024084,53.9,46.1
E01024121,53.9,46.1
E01024485,53.9,46.1
E01024547,53.9,46.1
E01024557,53.9,46.1
E01028525,53.9,46.1
E01028556,53.9,46.1
E01030400,53.9,46.1
E01030446,53.9,46.1
E01030478,53.9,46.1
E01030559,53.9,46.1
E01031455,53.9,46.1
E01031461,53.9,46.1
E01031446,53.9,46.1
E01031533,53.9,46.1
E01031494,53.9,46.1
E01032514,53.9,46.1
E01014958,53.9,46.1
E01018810,53.9,46.1
E01034527,53.9,46.1
E01032047,53.9,46.1
E01020427,53.9,46.1
E01019934,53.9,46.1
E01019947,53.9,46.1
E01020134,53.9,46.1
E01020085,53.9,46.1
E01020176,53.9,46.1
E01020150,53.9,46.1
E01020189,53.9,46.1
E01020232,53.9,46.1
E01020334,53.9,46.1
E01020335,53.9,46.1
E01029084,53.9,46.1
E01033466,53.8,46.2
E01020592,53.8,46.2
E01008460,53.8,46.2
E01008383,53.8,46.2
E01008465,53.8,46.2
E01008533,53.8,46.2
E01008658,53.8,46.2
E01008615,53.8,46.2
E01008819,53.8,46.2
E01008813,53.8,46.2
E01008180,53.8,46.2
E01012702,53.8,46.2
E01018457,53.8,46.2
E01018655,53.8,46.2
E01018340,53.8,46.2
E01018552,53.8,46.2
E01018689,53.8,46.2
E01025060,53.8,46.2
E01025560,53.8,46.2
E01004942,53.8,46.2
E01005191,53.8,46.2
E01005975,53.8,46.2
E01006050,53.8,46.2
E01006159,53.8,46.2
E01006126,53.8,46.2
E01006204,53.8,46.2
E01006448,53.8,46.2
E01006429,53.8,46.2
E01006572,53.8,46.2
E01006770,53.8,46.2
E01006597,53.8,46.2
E01006909,53.8,46.2
E01007001,53.8,46.2
E01006924,53.8,46.2
E01007194,53.8,46.2
E01007181,53.8,46.2
E01007304,53.8,46.2
E01012893,53.8,46.2
E01012883,53.8,46.2
E01013156,53.8,46.2
E01027766,53.8,46.2
E01007676,53.8,46.2
E01008060,53.8,46.2
E01008077,53.8,46.2
E01007878,53.8,46.2
E01011799,53.8,46.2
E01025983,53.8,46.2
E01026037,53.8,46.2
E01026083,53.8,46.2
E01026222,53.8,46.2
E01026215,53.8,46.2
E01028101,53.8,46.2
E01028179,53.8,46.2
E01028374,53.8,46.2
E01014037,53.8,46.2
E01029614,53.8,46.2
E01032456,53.8,46.2
E01009309,53.8,46.2
E01008970,53.8,46.2
E01010456,53.8,46.2
E01015674,53.8,46.2
E01015888,53.8,46.2
E01017549,53.8,46.2
E01018075,53.8,46.2
E01021378,53.8,46.2
E01035166,53.8,46.2
E01021834,53.8,46.2
E01021891,53.8,46.2
E01022041,53.8,46.2
E01021975,53.8,46.2
E01035584,53.8,46.2
E01023339,53.8,46.2
E01023549,53.8,46.2
E01023646,53.8,46.2
E01023611,53.8,46.2
E01023816,53.8,46.2
E01023835,53.8,46.2
E01035133,53.8,46.2
E01029886,53.8,46.2
E01029967,53.8,46.2
E01023671,53.8,46.2
E01023911,53.8,46.2
E01035594,53.8,46.2
E01030254,53.8,46.2
E01030101,53.8,46.2
E01000056,53.8,46.2
E01000431,53.8,46.2
E01000341,53.8,46.2
E01000481,53.8,46.2
E01000488,53.8,46.2
E01000581,53.8,46.2
E01000535,53.8,46.2
E01033942,53.8,46.2
E01000744,53.8,46.2
E01000896,53.8,46.2
E01000925,53.8,46.2
E01000960,53.8,46.2
E01000930,53.8,46.2
E01001003,53.8,46.2
E01034140,53.8,46.2
E01001169,53.8,46.2
E01001172,53.8,46.2
E01001433,53.8,46.2
E01001511,53.8,46.2
E01001420,53.8,46.2
E01001432,53.8,46.2
E01001703,53.8,46.2
E01001659,53.8,46.2
E01034180,53.8,46.2
E01001794,53.8,46.2
E01001734,53.8,46.2
E01001735,53.8,46.2
E01001816,53.8,46.2
E01001866,53.8,46.2
E01001893,53.8,46.2
E01001894,53.8,46.2
E01001948,53.8,46.2
E01001907,53.8,46.2
E01032789,53.8,46.2
E01002091,53.8,46.2
E01002114,53.8,46.2
E01002226,53.8,46.2
E01002668,53.8,46.2
E01002809,53.8,46.2
E01035654,53.8,46.2
E01002852,53.8,46.2
E01002877,53.8,46.2
E01003111,53.8,46.2
E01003094,53.8,46.2
E01003060,53.8,46.2
E01003042,53.8,46.2
E01003025,53.8,46.2
E01003179,53.8,46.2
E01003343,53.8,46.2
E01003204,53.8,46.2
E01003214,53.8,46.2
E01003272,53.8,46.2
E01003194,53.8,46.2
E01003546,53.8,46.2
E01004034,53.8,46.2
E01003936,53.8,46.2
E01003993,53.8,46.2
E01003983,53.8,46.2
E01034487,53.8,46.2
E01004597,53.8,46.2
E01004614,53.8,46.2
E01032513,53.8,46.2
E01004696,53.8,46.2
E01004750,53.8,46.2
E01016150,53.8,46.2
E01017169,53.8,46.2
E01017805,53.8,46.2
E01020927,53.8,46.2
E01020922,53.8,46.2
E01021008,53.8,46.2
E01021079,53.8,46.2
E01021122,53.8,46.2
E01022587,53.8,46.2
E01022623,53.8,46.2
E01022983,53.8,46.2
E01024815,53.8,46.2
E01032952,53.8,46.2
E01030304,53.8,46.2
E01034289,53.8,46.2
E01030558,53.8,46.2
E01030853,53.8,46.2
E01031352,53.8,46.2
E01031757,53.8,46.2
E01031745,53.8,46.2
E01014758,53.8,46.2
E01014991,53.8,46.2
E01014925,53.8,46.2
E01015025,53.8,46.2
E01015221,53.8,46.2
E01015507,53.8,46.2
E01018841,53.8,46.2
E01034868,53.8,46.2
E01034524,53.8,46.2
E01034282,53.8,46.2
E01015455,53.8,46.2
E01020372,53.8,46.2
E01020363,53.8,46.2
E01020485,53.8,46.2
E01020496,53.8,46.2
E01019912,53.8,46.2
E01019990,53.8,46.2
E01029032,53.8,46.2
E01035110,53.8,46.2
E01029210,53.8,46.2
E01029315,53.8,46.2
E01011952,53.7,46.3
E01012030,53.7,46.3
E01012161,53.7,46.3
E01012174,53.7,46.3
E01020691,53.7,46.3
E01020724,53.7,46.3
E01020908,53.7,46.3
E01027376,53.7,46.3
E01008415,53.7,46.3
E01008567,53.7,46.3
E01008619,53.7,46.3
E01008825,53.7,46.3
E01035612,53.7,46.3
E01012438,53.7,46.3
E01012513,53.7,46.3
E01012720,53.7,46.3
E01012732,53.7,46.3
E01018503,53.7,46.3
E01025077,53.7,46.3
E01025166,53.7,46.3
E01004772,53.7,46.3
E01005292,53.7,46.3
E01005314,53.7,46.3
E01005797,53.7,46.3
E01006612,53.7,46.3
E01006610,53.7,46.3
E01006603,53.7,46.3
E01006604,53.7,46.3
E01006645,53.7,46.3
E01006571,53.7,46.3
E01006554,53.7,46.3
E01007096,53.7,46.3
E01007086,53.7,46.3
E01007125,53.7,46.3
E01007288,53.7,46.3
E01013124,53.7,46.3
E01013387,53.7,46.3
E01013443,53.7,46.3
E01027653,53.7,46.3
E01027765,53.7,46.3
E01027827,53.7,46.3
E01007587,53.7,46.3
E01007726,53.7,46.3
E01008097,53.7,46.3
E01007886,53.7,46.3
E01010715,53.7,46.3
E01010755,53.7,46.3
E01010975,53.7,46.3
E01010893,53.7,46.3
E01011383,53.7,46.3
E01011659,53.7,46.3
E01011408,53.7,46.3
E01011443,53.7,46.3
E01011839,53.7,46.3
E01032868,53.7,46.3
E01013824,53.7,46.3
E01019510,53.7,46.3
E01019609,53.7,46.3
E01019608,53.7,46.3
E01025801,53.7,46.3
E01026127,53.7,46.3
E01026202,53.7,46.3
E01028347,53.7,46.3
E01013994,53.7,46.3
E01029627,53.7,46.3
E01032194,53.7,46.3
E01032367,53.7,46.3
E01009323,53.7,46.3
E01034941,53.7,46.3
E01008976,53.7,46.3
E01009585,53.7,46.3
E01009709,53.7,46.3
E01009774,53.7,46.3
E01009960,53.7,46.3
E01010120,53.7,46.3
E01010146,53.7,46.3
E01010171,53.7,46.3
E01010241,53.7,46.3
E01010443,53.7,46.3
E01015673,53.7,46.3
E01017452,53.7,46.3
E01021517,53.7,46.3
E01021676,53.7,46.3
E01021861,53.7,46.3
E01023535,53.7,46.3
E01023558,53.7,46.3
E01023637,53.7,46.3
E01023866,53.7,46.3
E01026856,53.7,46.3
E01026905,53.7,46.3
E01023961,53.7,46.3
E01030224,53.7,46.3
E01035154,53.7,46.3
E01030109,53.7,46.3
E01000027,53.7,46.3
E01000028,53.7,46.3
E01034472,53.7,46.3
E01000208,53.7,46.3
E01000459,53.7,46.3
E01000825,53.7,46.3
E01000838,53.7,46.3
E01000751,53.7,46.3
E01000878,53.7,46.3
E01000842,53.7,46.3
E01001191,53.7,46.3
E01001249,53.7,46.3
E01001548,53.7,46.3
E01001408,53.7,46.3
E01001607,53.7,46.3
E01001741,53.7,46.3
E01001846,53.7,46.3
E01001886,53.7,46.3
E01002092,53.7,46.3
E01002139,53.7,46.3
E01002151,53.7,46.3
E01002354,53.7,46.3
E01002345,53.7,46.3
E01002795,53.7,46.3
E01002793,53.7,46.3
E01002841,53.7,46.3
E01002969,53.7,46.3
E01002994,53.7,46.3
E01003115,53.7,46.3
E01003337,53.7,46.3
E01003388,53.7,46.3
E01003411,53.7,46.3
E01003431,53.7,46.3
E01004040,53.7,46.3
E01003945,53.7,46.3
E01004099,53.7,46.3
E01004592,53.7,46.3
E01004488,53.7,46.3
E01004660,53.7,46.3
E01032512,53.7,46.3
E01035722,53.7,46.3
E01016554,53.7,46.3
E01016829,53.7,46.3
E01016888,53.7,46.3
E01017055,53.7,46.3
E01017202,53.7,46.3
E01017287,53.7,46.3
E01033952,53.7,46.3
E01017755,53.7,46.3
E01020939,53.7,46.3
E01021038,53.7,46.3
E01021125,53.7,46.3
E01034717,53.7,46.3
E01022748,53.7,46.3
E01022959,53.7,46.3
E01022982,53.7,46.3
E01023176,53.7,46.3
E01024026,53.7,46.3
E01024061,53.7,46.3
E01024304,53.7,46.3
E01024328,53.7,46.3
E01024480,53.7,46.3
E01024526,53.7,46.3
E01024539,53.7,46.3
E01024638,53.7,46.3
E01024729,53.7,46.3
E01024767,53.7,46.3
E01024742,53.7,46.3
E01024850,53.7,46.3
E01028818,53.7,46.3
E01030504,53.7,46.3
E01030536,53.7,46.3
E01030653,53.7,46.3
E01030824,53.7,46.3
E01030959,53.7,46.3
E01031397,53.7,46.3
E01031462,53.7,46.3
E01031438,53.7,46.3
E01035324,53.7,46.3
E01031795,53.7,46.3
E01018907,53.7,46.3
E01032020,53.7,46.3
E01032012,53.7,46.3
E01015341,53.7,46.3
E01020353,53.7,46.3
E01020376,53.7,46.3
E01020511,53.7,46.3
E01019935,53.7,46.3
E01019946,53.7,46.3
E01019907,53.7,46.3
E01019999,53.7,46.3
E01019989,53.7,46.3
E01020180,53.7,46.3
E01022136,53.7,46.3
E01022383,53.7,46.3
E01029047,53.7,46.3
E01012184,53.6,46.4
E01012170,53.6,46.4
E01012333,53.6,46.4
E01012336,53.6,46.4
E01012318,53.6,46.4
E01020753,53.6,46.4
E01020759,53.6,46.4
E01020810,53.6,46.4
E01008326,53.6,46.4
E01008426,53.6,46.4
E01008477,53.6,46.4
E01008689,53.6,46.4
E01008628,53.6,46.4
E01008839,53.6,46.4
E01008846,53.6,46.4
E01008749,53.6,46.4
E01008274,53.6,46.4
E01018415,53.6,46.4
E01018438,53.6,46.4
E01018491,53.6,46.4
E01018574,53.6,46.4
E01018550,53.6,46.4
E01025017,53.6,46.4
E01024990,53.6,46.4
E01025032,53.6,46.4
E01025441,53.6,46.4
E01004926,53.6,46.4
E01005032,53.6,46.4
E01005205,53.6,46.4
E01005388,53.6,46.4
E01005419,53.6,46.4
E01005899,53.6,46.4
E01005774,53.6,46.4
E01006197,53.6,46.4
E01006449,53.6,46.4
E01006658,53.6,46.4
E01006672,53.6,46.4
E01006762,53.6,46.4
E01006618,53.6,46.4
E01006779,53.6,46.4
E01006565,53.6,46.4
E01006716,53.6,46.4
E01006801,53.6,46.4
E01006595,53.6,46.4
E01006842,53.6,46.4
E01007151,53.6,46.4
E01012972,53.6,46.4
E01013317,53.6,46.4
E01027606,53.6,46.4
E01027655,53.6,46.4
E01027767,53.6,46.4
E01027874,53.6,46.4
E01007403,53.6,46.4
E01007575,53.6,46.4
E01007822,53.6,46.4
E01008098,53.6,46.4
E01010720,53.6,46.4
E01010669,53.6,46.4
E01010613,53.6,46.4
E01010888,53.6,46.4
E01010875,53.6,46.4
E01011723,53.6,46.4
E01011616,53.6,46.4
E01011472,53.6,46.4
E01032946,53.6,46.4
E01013877,53.6,46.4
E01013856,53.6,46.4
E01013965,53.6,46.4
E01013836,53.6,46.4
E01013823,53.6,46.4
E01027219,53.6,46.4
E01019866,53.6,46.4
E01025827,53.6,46.4
E01026087,53.6,46.4
E01026235,53.6,46.4
E01028132,53.6,46.4
E01028177,53.6,46.4
E01014266,53.6,46.4
E01014222,53.6,46.4
E01014348,53.6,46.4
E01029675,53.6,46.4
E01029653,53.6,46.4
E01031203,53.6,46.4
E01031298,53.6,46.4
E01032464,53.6,46.4
E01009440,53.6,46.4
E01009223,53.6,46.4
E01009225,53.6,46.4
E01009264,53.6,46.4
E01009510,53.6,46.4
E01008928,53.6,46.4
E01009579,53.6,46.4
E01009526,53.6,46.4
E01009772,53.6,46.4
E01009801,53.6,46.4
E01009943,53.6,46.4
E01010226,53.6,46.4
E01010531,53.6,46.4
E01015920,53.6,46.4
E01017531,53.6,46.4
E01021258,53.6,46.4
E01021443,53.6,46.4
E01021731,53.6,46.4
E01021743,53.6,46.4
E01022006,53.6,46.4
E01022054,53.6,46.4
E01023324,53.6,46.4
E01023536,53.6,46.4
E01026653,53.6,46.4
E01026666,53.6,46.4
E01034770,53.6,46.4
E01026753,53.6,46.4
E01026815,53.6,46.4
E01026909,53.6,46.4
E01030021,53.6,46.4
E01023918,53.6,46.4
E01000601,53.6,46.4
E01000521,53.6,46.4
E01000646,53.6,46.4
E01000906,53.6,46.4
E01001184,53.6,46.4
E01001010,53.6,46.4
E01001189,53.6,46.4
E01001332,53.6,46.4
E01001242,53.6,46.4
E01001381,53.6,46.4
E01001517,53.6,46.4
E01001450,53.6,46.4
E01001661,53.6,46.4
E01001716,53.6,46.4
E01001717,53.6,46.4
E01001840,53.6,46.4
E01001875,53.6,46.4
E01001901,53.6,46.4
E01001924,53.6,46.4
E01002007,53.6,46.4
E01002227,53.6,46.4
E01002327,53.6,46.4
E01002381,53.6,46.4
E01002477,53.6,46.4
E01002689,53.6,46.4
E01002669,53.6,46.4
E01002764,53.6,46.4
E01002786,53.6,46.4
E01002782,53.6,46.4
E01002702,53.6,46.4
E01002863,53.6,46.4
E01003015,53.6,46.4
E01003181,53.6,46.4
E01003176,53.6,46.4
E01003282,53.6,46.4
E01003229,53.6,46.4
E01003258,53.6,46.4
E01003259,53.6,46.4
E01003401,53.6,46.4
E01003528,53.6,46.4
E01003849,53.6,46.4
E01004006,53.6,46.4
E01004161,53.6,46.4
E01004152,53.6,46.4
E01032772,53.6,46.4
E01004609,53.6,46.4
E01004551,53.6,46.4
E01004569,53.6,46.4
E01004618,53.6,46.4
E01016882,53.6,46.4
E01017106,53.6,46.4
E01017040,53.6,46.4
E01017199,53.6,46.4
E01017274,53.6,46.4
E01017681,53.6,46.4
E01017835,53.6,46.4
E01017884,53.6,46.4
E01020920,53.6,46.4
E01021065,53.6,46.4
E01022879,53.6,46.4
E01023008,53.6,46.4
E01023262,53.6,46.4
E01024028,53.6,46.4
E01024103,53.6,46.4
E01024218,53.6,46.4
E01024301,53.6,46.4
E01024390,53.6,46.4
E01028783,53.6,46.4
E01030329,53.6,46.4
