LSOA code,Very good health,Good health,Fair health,Bad health,Very bad health
E01014717,49.1,32,13.1,4.9,1
E01014650,46,33.3,14.7,4.9,1
E01027364,39.8,37.8,16.7,4.8,1
E01008556,49.8,31.2,13.2,4.8,1
E01019107,42.5,36.7,14.9,4.8,1
E01024894,45.2,35.9,13.1,4.8,1
E01005398,46.3,33.6,14.2,4.8,1
E01005594,47.7,35.2,11.4,4.8,1
E01032684,49.9,34.3,10,4.8,1
E01006989,50.8,30.7,12.8,4.8,1
E01013351,46.7,35.3,12.2,4.8,1
E01027685,42.6,35.6,16,4.8,1
E01007831,52.3,29.6,12.4,4.8,1
E01033899,48.5,33.6,11.9,4.8,1
E01013591,48.4,33.6,12.1,4.8,1
E01013635,45.3,34.7,14.2,4.8,1
E01013945,50.9,33.3,10,4.8,1
E01019586,43.9,35.1,15.2,4.8,1
E01026221,44.5,37.1,12.7,4.8,1
E01026260,40.8,36.3,17.2,4.8,1
E01014098,47.5,33.8,12.9,4.8,1
E01014103,43.4,36.9,13.8,4.8,1
E01028868,47.5,31.2,15.5,4.8,1
E01032242,48.4,33.3,12.5,4.8,1
E01032309,46.9,34.8,12.5,4.8,1
E01009425,46.9,34.1,13.1,4.8,1
E01009532,43.5,36.2,14.4,4.8,1
E01015593,42.8,38.3,13.1,4.8,1
E01026653,40,37.6,16.6,4.8,1
E01023940,49.3,32.7,12.2,4.8,1
E01030231,39.6,37.1,17.4,4.8,1
E01003977,52.6,31.1,10.5,4.8,1
E01017117,40.6,38.2,15.4,4.8,1
E01020991,43.6,36.5,14,4.8,1
E01022599,47.8,34.8,11.5,4.8,1
E01035315,49.9,33.4,11,4.8,1
E01032653,42.8,36.7,14.7,4.8,1
E01028809,43.5,34.9,15.9,4.8,1
E01031382,40.1,36.1,18,4.8,1
E01034849,45,34.5,14.7,4.8,1
E01020354,45.6,34,14.7,4.8,1
E01020183,47.2,32.8,14.2,4.8,1
E01022262,43.9,36.8,13.4,4.8,1
E01012049,41.6,38.5,14.3,4.7,1
E01012261,40.5,39.1,14.8,4.7,1
E01027503,40.9,37.6,15.8,4.7,1
E01008452,53.4,29.5,11.4,4.7,1
E01008579,39.2,38.3,16.8,4.7,1
E01012501,46.8,34.3,13.2,4.7,1
E01012644,53.4,29.7,11.2,4.7,1
E01012599,49.2,34.5,10.7,4.7,1
E01025448,46.7,33.8,13.9,4.7,1
E01005491,42.7,36.5,15.1,4.7,1
E01005560,42.1,35.6,16.6,4.7,1
E01005896,46.4,34.4,13.5,4.7,1
E01005914,44.7,34.3,15.3,4.7,1
E01005906,41.7,36.7,15.9,4.7,1
E01005951,48.3,33,13,4.7,1
E01006936,47.3,31.8,15.2,4.7,1
E01007306,45.5,35,13.8,4.7,1
E01007246,44.7,35.4,14.2,4.7,1
E01010634,47.3,32.8,14.2,4.7,1
E01011206,47.8,32.5,14,4.7,1
E01011074,46.9,32.6,14.8,4.7,1
E01027060,44.6,35.1,14.7,4.7,1
E01019651,43.8,34.9,15.6,4.7,1
E01026178,43.5,36.6,14.2,4.7,1
E01029366,43.4,36.3,14.6,4.7,1
E01031045,43.2,36.6,14.5,4.7,1
E01010060,49.1,33.5,11.7,4.7,1
E01015623,42.3,38,14,4.7,1
E01018024,42.6,34,17.7,4.7,1
E01021521,45.6,36.4,12.3,4.7,1
E01026633,37,41.9,15.4,4.7,1
E01026683,34.7,38.5,21,4.7,1
E01029928,43.1,37.6,13.6,4.7,1
E01029938,44.5,34.6,15.2,4.7,1
E01000620,47.2,32.9,14.1,4.7,1
E01001298,40.9,38.5,15,4.7,1
E01002141,46,35.2,13.1,4.7,1
E01003694,47.7,34.8,11.8,4.7,1
E01016042,48.7,33.3,12.3,4.7,1
E01022556,45.4,33.8,15.1,4.7,1
E01024241,44.5,36.9,12.9,4.7,1
E01024352,46.2,35.2,12.8,4.7,1
E01031439,36.5,40.3,17.6,4.7,1
E01014480,51.6,31.5,11.2,4.7,1
E01014699,51.7,31.3,11.4,4.7,1
E01015274,48.3,33.2,12.7,4.7,1
E01022304,44.4,35.1,14.7,4.7,1
E01020853,44.8,32.8,16.8,4.6,1
E01012693,42,34.1,18.4,4.6,1
E01012713,46.8,33.8,13.7,4.6,1
E01025034,47.9,32.7,13.9,4.6,1
E01025190,45.8,33.7,15,4.6,1
E01025297,50.5,32.1,11.9,4.6,1
E01025444,46.9,34.3,13.2,4.6,1
E01005316,51.6,29.5,13.4,4.6,1
E01005556,43.7,36.2,14.5,4.6,1
E01007225,47.7,32.3,14.4,4.6,1
E01013058,43.4,37.3,13.7,4.6,1
E01027858,44.8,35.5,14.1,4.6,1
E01034984,40.7,36.4,17.2,4.6,1
E01007593,49.9,32.8,11.6,4.6,1
E01007706,40.9,37.5,16,4.6,1
E01008093,40.1,38.4,16,4.6,1
E01010765,47.3,33.8,13.3,4.6,1
E01010627,46.7,34.4,13.4,4.6,1
E01011384,50.1,31.5,12.8,4.6,1
E01013826,50.2,31.3,12.9,4.6,1
E01025682,37.5,40.3,16.6,4.6,1
E01025987,43.3,36.6,14.6,4.6,1
E01026033,43.4,35.4,15.6,4.6,1
E01028107,45.2,35.4,13.8,4.6,1
E01028100,42.3,35.2,16.9,4.6,1
E01014133,46.2,33.9,14.2,4.6,1
E01029441,46.2,34.8,13.3,4.6,1
E01031098,49,33.7,11.8,4.6,1
E01031135,40.3,39,15.2,4.6,1
E01032186,44.1,33.7,16.5,4.6,1
E01009740,47.1,35.3,12,4.6,1
E01009833,38.8,41.4,14.1,4.6,1
E01033890,46.5,37.5,10.4,4.6,1
E01010402,43.1,37,14.2,4.6,1
E01010355,45.9,32.5,15.9,4.6,1
E01017476,43.2,37,14.1,4.6,1
E01017944,47.6,33.8,13,4.6,1
E01018082,42.7,36.3,15.4,4.6,1
E01018131,44.8,36.3,13.3,4.6,1
E01034363,49.9,33.1,11.4,4.6,1
E01026898,43.6,37.2,13.6,4.6,1
E01023790,47.3,33.7,13.5,4.6,1
E01030226,43.1,37.1,14.2,4.6,1
E01000528,50.6,31,12.7,4.6,1
E01016075,46.3,34.9,13.2,4.6,1
E01016969,50.6,33.3,10.5,4.6,1
E01023256,42.8,36.5,15.2,4.6,1
E01024587,43.9,35.1,15.4,4.6,1
E01028511,47.4,33.5,13.6,4.6,1
E01030432,47.4,33.6,13.4,4.6,1
E01031435,42.2,35.5,16.7,4.6,1
E01015061,48.9,32.4,13.1,4.6,1
E01018919,46.7,33.1,14.6,4.6,1
E01019067,48.4,30.4,15.7,4.6,1
E01031861,48.6,32.1,13.6,4.6,1
E01020193,50.4,31.2,12.8,4.6,1
E01029336,40.6,36.7,17,4.6,1
E01027532,41.6,37.1,15.7,4.5,1
E01012651,47.4,34.8,12.3,4.5,1
E01012727,45,33.6,15.9,4.5,1
E01019196,42.1,36.6,15.8,4.5,1
E01019336,43,38,13.4,4.5,1
E01005460,48.7,33.6,12.1,4.5,1
E01006242,42.9,38.1,13.5,4.5,1
E01006942,52.3,30.8,11.4,4.5,1
E01007161,50.4,31.4,12.7,4.5,1
E01012796,42.9,37.2,14.4,4.5,1
E01012957,42.5,36,16,4.5,1
E01013267,45.6,34.7,14.3,4.5,1
E01007347,49.7,32.8,12.1,4.5,1
E01007899,44.9,36.8,12.9,4.5,1
E01010890,45,35.7,13.8,4.5,1
E01011361,48.7,33.3,12.5,4.5,1
E01011410,46.4,33.1,15.1,4.5,1
E01011730,45,34.9,14.5,4.5,1
E01011529,45.1,35.4,14.1,4.5,1
E01013705,46.7,34.9,12.8,4.5,1
E01027073,42.8,37.5,14.2,4.5,1
E01019477,45.7,32.7,16.1,4.5,1
E01025742,40.1,32.8,21.6,4.5,1
E01025819,42.1,36.1,16.3,4.5,1
E01025886,47.2,31.6,15.7,4.5,1
E01025994,43.1,36.8,14.6,4.5,1
E01026013,38.9,39.4,16.3,4.5,1
E01026314,43.9,38.1,12.6,4.5,1
E01027990,44.5,36,14,4.5,1
E01014335,46.4,34.8,13.2,4.5,1
E01029544,47.7,32.4,14.4,4.5,1
E01029704,44.9,35.2,14.4,4.5,1
E01031088,45.3,34.7,14.5,4.5,1
E01031323,45.9,32.3,16.3,4.5,1
E01009263,44.8,34.2,15.5,4.5,1
E01017522,45.2,37.3,12,4.5,1
E01017592,43.9,38.9,11.7,4.5,1
E01018044,45.6,36.9,12,4.5,1
E01035531,43.3,37.6,13.6,4.5,1
E01021848,49.9,30,14.5,4.5,1
E01023392,44.5,36.1,13.9,4.5,1
E01023877,46.9,35.8,11.8,4.5,1
E01026486,38.2,39.4,16.8,4.5,1
E01026685,35.8,39.8,18.8,4.5,1
E01034775,40.7,36.8,17,4.5,1
E01030080,42.3,36.6,15.6,4.5,1
E01000922,55.1,29.1,10.3,4.5,1
E01001591,50.2,30.9,13.4,4.5,1
E01002282,51.3,30.7,12.5,4.5,1
E01003181,50.6,31.3,12.6,4.5,1
E01003310,54.9,28.6,11,4.5,1
E01003334,53.9,30.4,10.2,4.5,1
E01003538,48.6,34.6,11.3,4.5,1
E01004352,47.1,34.2,13.2,4.5,1
E01004417,47.7,33.4,13.4,4.5,1
E01016088,45.6,34.7,14.3,4.5,1
E01016787,42,36.9,15.7,4.5,1
E01017067,48,33,13.4,4.5,1
E01017304,46.8,36.2,11.5,4.5,1
E01021030,45.3,33.9,15.3,4.5,1
E01022690,44.8,36.4,13.3,4.5,1
